"STATISTIC","Statistic Label","TLIST(W1)","Year","C03910V04662","Transport Traffic Site","C01198V01436","Weeks of the year","UNIT","VALUE"
"THA22C01","Average weekly volume of heavy goods vehicles","2023","2023","10","Selected traffic sites - Dublin","32","Week 32","Number","39932"
"THA22C01","Average weekly volume of heavy goods vehicles","2023","2023","10","Selected traffic sites - Dublin","33","Week 33","Number","44947"
"THA22C01","Average weekly volume of heavy goods vehicles","2023","2023","10","Selected traffic sites - Dublin","34","Week 34","Number","44832"
"THA22C01","Average weekly volume of heavy goods vehicles","2023","2023","10","Selected traffic sites - Dublin","35","Week 35","Number","45229"
"THA22C01","Average weekly volume of heavy goods vehicles","2023","2023","10","Selected traffic sites - Dublin","36","Week 36","Number","45763"
"THA22C01","Average weekly volume of heavy goods vehicles","2023","2023","10","Selected traffic sites - Dublin","37","Week 37","Number","45580"
"THA22C01","Average weekly volume of heavy goods vehicles","2023","2023","10","Selected traffic sites - Dublin","38","Week 38","Number","45667"
"THA22C01","Average weekly volume of heavy goods vehicles","2023","2023","10","Selected traffic sites - Dublin","39","Week 39","Number","45029"
"THA22C01","Average weekly volume of heavy goods vehicles","2023","2023","10","Selected traffic sites - Dublin","40","Week 40","Number",""
"THA22C01","Average weekly volume of heavy goods vehicles","2023","2023","10","Selected traffic sites - Dublin","41","Week 41","Number",""
"THA22C01","Average weekly volume of heavy goods vehicles","2023","2023","10","Selected traffic sites - Dublin","42","Week 42","Number",""
"THA22C01","Average weekly volume of heavy goods vehicles","2023","2023","10","Selected traffic sites - Dublin","43","Week 43","Number",""
"THA22C01","Average weekly volume of heavy goods vehicles","2023","2023","10","Selected traffic sites - Dublin","44","Week 44","Number",""
"THA22C01","Average weekly volume of heavy goods vehicles","2023","2023","10","Selected traffic sites - Dublin","45","Week 45","Number",""
"THA22C01","Average weekly volume of heavy goods vehicles","2023","2023","10","Selected traffic sites - Dublin","46","Week 46","Number",""
"THA22C01","Average weekly volume of heavy goods vehicles","2023","2023","10","Selected traffic sites - Dublin","47","Week 47","Number",""
"THA22C01","Average weekly volume of heavy goods vehicles","2023","2023","10","Selected traffic sites - Dublin","48","Week 48","Number",""
"THA22C01","Average weekly volume of heavy goods vehicles","2023","2023","10","Selected traffic sites - Dublin","49","Week 49","Number",""
"THA22C01","Average weekly volume of heavy goods vehicles","2023","2023","10","Selected traffic sites - Dublin","50","Week 50","Number",""
"THA22C01","Average weekly volume of heavy goods vehicles","2023","2023","10","Selected traffic sites - Dublin","51","Week 51","Number",""
"THA22C01","Average weekly volume of heavy goods vehicles","2023","2023","10","Selected traffic sites - Dublin","52","Week 52","Number",""
"THA22C01","Average weekly volume of heavy goods vehicles","2023","2023","10","Selected traffic sites - Dublin","53","Week 53","Number",""
"THA22C01","Average weekly volume of heavy goods vehicles","2023","2023","20","Selected traffic sites - Regional","01","Week 01","Number","11472"
"THA22C01","Average weekly volume of heavy goods vehicles","2023","2023","20","Selected traffic sites - Regional","02","Week 02","Number","15002"
"THA22C01","Average weekly volume of heavy goods vehicles","2023","2023","20","Selected traffic sites - Regional","03","Week 03","Number","15607"
"THA22C01","Average weekly volume of heavy goods vehicles","2023","2023","20","Selected traffic sites - Regional","04","Week 04","Number","15958"
"THA22C01","Average weekly volume of heavy goods vehicles","2023","2023","20","Selected traffic sites - Regional","05","Week 05","Number","15069"
"THA22C01","Average weekly volume of heavy goods vehicles","2023","2023","20","Selected traffic sites - Regional","06","Week 06","Number","14210"
"THA22C01","Average weekly volume of heavy goods vehicles","2023","2023","20","Selected traffic sites - Regional","07","Week 07","Number","15534"
"THA22C01","Average weekly volume of heavy goods vehicles","2023","2023","20","Selected traffic sites - Regional","08","Week 08","Number","15262"
"THA22C01","Average weekly volume of heavy goods vehicles","2023","2023","20","Selected traffic sites - Regional","09","Week 09","Number","16464"
"THA22C01","Average weekly volume of heavy goods vehicles","2023","2023","20","Selected traffic sites - Regional","10","Week 10","Number","16454"
"THA22C01","Average weekly volume of heavy goods vehicles","2023","2023","20","Selected traffic sites - Regional","11","Week 11","Number","14571"
"THA22C01","Average weekly volume of heavy goods vehicles","2023","2023","20","Selected traffic sites - Regional","12","Week 12","Number","16722"
"THA22C01","Average weekly volume of heavy goods vehicles","2023","2023","20","Selected traffic sites - Regional","13","Week 13","Number","16560"
"THA22C01","Average weekly volume of heavy goods vehicles","2023","2023","20","Selected traffic sites - Regional","14","Week 14","Number","14678"
"THA22C01","Average weekly volume of heavy goods vehicles","2023","2023","20","Selected traffic sites - Regional","15","Week 15","Number","14832"
"THA22C01","Average weekly volume of heavy goods vehicles","2023","2023","20","Selected traffic sites - Regional","16","Week 16","Number","16364"
"THA22C01","Average weekly volume of heavy goods vehicles","2023","2023","20","Selected traffic sites - Regional","17","Week 17","Number","17023"
"THA22C01","Average weekly volume of heavy goods vehicles","2023","2023","20","Selected traffic sites - Regional","18","Week 18","Number","15050"
"THA22C01","Average weekly volume of heavy goods vehicles","2023","2023","20","Selected traffic sites - Regional","19","Week 19","Number","16929"
"THA22C01","Average weekly volume of heavy goods vehicles","2023","2023","20","Selected traffic sites - Regional","20","Week 20","Number","17160"
"THA22C01","Average weekly volume of heavy goods vehicles","2023","2023","20","Selected traffic sites - Regional","21","Week 21","Number","17070"
"THA22C01","Average weekly volume of heavy goods vehicles","2023","2023","20","Selected traffic sites - Regional","22","Week 22","Number","17415"
"THA22C01","Average weekly volume of heavy goods vehicles","2023","2023","20","Selected traffic sites - Regional","23","Week 23","Number","15260"
"THA22C01","Average weekly volume of heavy goods vehicles","2023","2023","20","Selected traffic sites - Regional","24","Week 24","Number","16558"
"THA22C01","Average weekly volume of heavy goods vehicles","2023","2023","20","Selected traffic sites - Regional","25","Week 25","Number","16866"
"THA22C01","Average weekly volume of heavy goods vehicles","2023","2023","20","Selected traffic sites - Regional","26","Week 26","Number","16830"
"THA22C01","Average weekly volume of heavy goods vehicles","2023","2023","20","Selected traffic sites - Regional","27","Week 27","Number","16336"
"THA22C01","Average weekly volume of heavy goods vehicles","2023","2023","20","Selected traffic sites - Regional","28","Week 28","Number","16202"
"THA22C01","Average weekly volume of heavy goods vehicles","2023","2023","20","Selected traffic sites - Regional","29","Week 29","Number","16589"
"THA22C01","Average weekly volume of heavy goods vehicles","2023","2023","20","Selected traffic sites - Regional","30","Week 30","Number","16600"
"THA22C01","Average weekly volume of heavy goods vehicles","2023","2023","20","Selected traffic sites - Regional","31","Week 31","Number","16317"
"THA22C01","Average weekly volume of heavy goods vehicles","2023","2023","20","Selected traffic sites - Regional","32","Week 32","Number","14825"
"THA22C01","Average weekly volume of heavy goods vehicles","2023","2023","20","Selected traffic sites - Regional","33","Week 33","Number","16836"
"THA22C01","Average weekly volume of heavy goods vehicles","2023","2023","20","Selected traffic sites - Regional","34","Week 34","Number","16984"
"THA22C01","Average weekly volume of heavy goods vehicles","2023","2023","20","Selected traffic sites - Regional","35","Week 35","Number","16648"
"THA22C01","Average weekly volume of heavy goods vehicles","2023","2023","20","Selected traffic sites - Regional","36","Week 36","Number","16709"
"THA22C01","Average weekly volume of heavy goods vehicles","2023","2023","20","Selected traffic sites - Regional","37","Week 37","Number","16481"
"THA22C01","Average weekly volume of heavy goods vehicles","2023","2023","20","Selected traffic sites - Regional","38","Week 38","Number","16396"
"THA22C01","Average weekly volume of heavy goods vehicles","2023","2023","20","Selected traffic sites - Regional","39","Week 39","Number","16402"
"THA22C01","Average weekly volume of heavy goods vehicles","2023","2023","20","Selected traffic sites - Regional","40","Week 40","Number",""
"THA22C01","Average weekly volume of heavy goods vehicles","2023","2023","20","Selected traffic sites - Regional","41","Week 41","Number",""
"THA22C01","Average weekly volume of heavy goods vehicles","2023","2023","20","Selected traffic sites - Regional","42","Week 42","Number",""
"THA22C01","Average weekly volume of heavy goods vehicles","2023","2023","20","Selected traffic sites - Regional","43","Week 43","Number",""
"THA22C01","Average weekly volume of heavy goods vehicles","2023","2023","20","Selected traffic sites - Regional","44","Week 44","Number",""
"THA22C01","Average weekly volume of heavy goods vehicles","2023","2023","20","Selected traffic sites - Regional","45","Week 45","Number",""
"THA22C01","Average weekly volume of heavy goods vehicles","2023","2023","20","Selected traffic sites - Regional","46","Week 46","Number",""
"THA22C01","Average weekly volume of heavy goods vehicles","2023","2023","20","Selected traffic sites - Regional","47","Week 47","Number",""
"THA22C01","Average weekly volume of heavy goods vehicles","2023","2023","20","Selected traffic sites - Regional","48","Week 48","Number",""
"THA22C01","Average weekly volume of heavy goods vehicles","2023","2023","20","Selected traffic sites - Regional","49","Week 49","Number",""
"THA22C01","Average weekly volume of heavy goods vehicles","2023","2023","20","Selected traffic sites - Regional","50","Week 50","Number",""
"THA22C01","Average weekly volume of heavy goods vehicles","2023","2023","20","Selected traffic sites - Regional","51","Week 51","Number",""
"THA22C01","Average weekly volume of heavy goods vehicles","2023","2023","20","Selected traffic sites - Regional","52","Week 52","Number",""
"THA22C01","Average weekly volume of heavy goods vehicles","2023","2023","20","Selected traffic sites - Regional","53","Week 53","Number",""
