,Town,Latitude,Longitude
839,"The Swan,Laois,Ireland",52.88901000000001,-7.160559999999999
840,"Portarlington,Laois,Ireland",53.1616096,-7.1895142
841,"Emo,Laois,Ireland",53.097203,-7.208534999999999
842,"Portlaoise,Laois,Ireland",53.0328123,-7.298793300000001
843,"Ballyroan,Laois,Ireland",52.9483991,-7.304667599999998
844,"Ballinakill,Laois,Ireland",52.8745935,-7.3085929
845,"Mountmellick,Laois,Ireland",53.1181481,-7.3267379
846,"Abbeyleix,Laois,Ireland",52.9152801,-7.347892300000001
847,"Durrow,Laois,Ireland",52.84622479999999,-7.394980200000001
848,"Ballycolla,Laois,Ireland",52.8825474,-7.446860600000001
849,"Mountrath,Laois,Ireland",53.0025597,-7.4751396
850,"Castletown,Laois,Ireland",52.9774693,-7.4995604
851,"Clonaslee,Laois,Ireland",53.1486014,-7.524369599999999
852,"Rathdowney,Laois,Ireland",52.8555198,-7.584797300000001
853,"Borris-In-Ossory,Laois,Ireland",52.93917769999999,-7.6310983
854,"Errill,Laois,Ireland",52.8599496,-7.6769934
855,"Granard,Longford,Ireland",53.7791755,-7.4923774
856,"Aughnacliffe,Longford,Ireland",53.84885,-7.60445
857,"Edgeworthstown,Longford,Ireland",53.6956862,-7.608492999999999
858,"Legan,Longford,Ireland",53.6212481,-7.6308386
859,"Ballinalee,Longford,Ireland",53.7750724,-7.6550915
860,"Ballymahon,Longford,Ireland",53.5643632,-7.764596399999999
861,"Drumlish,Longford,Ireland",53.82059030000001,-7.768414
862,"Longford,Longford,Ireland",53.7276296,-7.7932573
863,"Keenagh,Longford,Ireland",53.622007,-7.8147206
864,"Newtownforbes,Longford,Ireland",53.7654838,-7.835621
865,"Killashee,Longford,Ireland",53.6812889,-7.879322800000001
866,"Lanesborough-Ballyleague,Roscommon,Ireland",53.6744226,-7.9929157
867,"State,Ireland",53.77975540000001,-7.3055309
