"STATISTIC","STATISTIC Label","TLIST(A1)","Year","C03424V04122","Local Authority","C03122V03774","Type of Carriageway","UNIT","VALUE"
"NRA03","National Route Length","2022","2022","22","Roscommon","04","Two plus one","Number","."
"NRA03","National Route Length","2022","2022","22","Roscommon","05","Dual carriageway","Number","1"
"NRA03","National Route Length","2022","2022","23","Sligo","-","All Carriage ways","Number","153"
"NRA03","National Route Length","2022","2022","23","Sligo","01","Motorway","Number","-"
"NRA03","National Route Length","2022","2022","23","Sligo","03","Single","Number","126"
"NRA03","National Route Length","2022","2022","23","Sligo","04","Two plus one","Number","."
"NRA03","National Route Length","2022","2022","23","Sligo","05","Dual carriageway","Number","28"
"NRA03","National Route Length","2022","2022","24","Cavan","-","All Carriage ways","Number","123"
"NRA03","National Route Length","2022","2022","24","Cavan","01","Motorway","Number","-"
"NRA03","National Route Length","2022","2022","24","Cavan","03","Single","Number","123"
"NRA03","National Route Length","2022","2022","24","Cavan","04","Two plus one","Number","."
"NRA03","National Route Length","2022","2022","24","Cavan","05","Dual carriageway","Number","-"
"NRA03","National Route Length","2022","2022","25","Donegal","-","All Carriage ways","Number","303"
"NRA03","National Route Length","2022","2022","25","Donegal","01","Motorway","Number","-"
"NRA03","National Route Length","2022","2022","25","Donegal","03","Single","Number","298"
"NRA03","National Route Length","2022","2022","25","Donegal","04","Two plus one","Number","."
"NRA03","National Route Length","2022","2022","25","Donegal","05","Dual carriageway","Number","6"
"NRA03","National Route Length","2022","2022","26","Monaghan","-","All Carriage ways","Number","105"
"NRA03","National Route Length","2022","2022","26","Monaghan","01","Motorway","Number","-"
"NRA03","National Route Length","2022","2022","26","Monaghan","03","Single","Number","90"
"NRA03","National Route Length","2022","2022","26","Monaghan","04","Two plus one","Number","."
"NRA03","National Route Length","2022","2022","26","Monaghan","05","Dual carriageway","Number","15"
