"STATISTIC","Statistic Label","C03157V03810","Local Authority","C03122V03774","Type of Carriageway","TLIST(A1)","Year","UNIT","VALUE"
"NRA02","National Route Length","27","South Dublin","05","Dual carriageway","2011","2011","Kilometres","26"
"NRA02","National Route Length","27","South Dublin","05","Dual carriageway","2012","2012","Kilometres","26"
"NRA02","National Route Length","27","South Dublin","05","Dual carriageway","2013","2013","Kilometres","24"
"NRA02","National Route Length","27","South Dublin","05","Dual carriageway","2014","2014","Kilometres","24"
"NRA02","National Route Length","28","Tipperary North","-","All Carriage ways","2006","2006","Kilometres","169"
"NRA02","National Route Length","28","Tipperary North","-","All Carriage ways","2007","2007","Kilometres","169"
"NRA02","National Route Length","28","Tipperary North","-","All Carriage ways","2008","2008","Kilometres","168"
"NRA02","National Route Length","28","Tipperary North","-","All Carriage ways","2009","2009","Kilometres","168"
"NRA02","National Route Length","28","Tipperary North","-","All Carriage ways","2010","2010","Kilometres","178"
"NRA02","National Route Length","28","Tipperary North","-","All Carriage ways","2011","2011","Kilometres","178"
"NRA02","National Route Length","28","Tipperary North","-","All Carriage ways","2012","2012","Kilometres","178"
"NRA02","National Route Length","28","Tipperary North","-","All Carriage ways","2013","2013","Kilometres","177"
"NRA02","National Route Length","28","Tipperary North","-","All Carriage ways","2014","2014","Kilometres","177"
"NRA02","National Route Length","28","Tipperary North","01","Motorway","2006","2006","Kilometres",""
"NRA02","National Route Length","28","Tipperary North","01","Motorway","2007","2007","Kilometres",""
"NRA02","National Route Length","28","Tipperary North","01","Motorway","2008","2008","Kilometres","16"
"NRA02","National Route Length","28","Tipperary North","01","Motorway","2009","2009","Kilometres","25"
"NRA02","National Route Length","28","Tipperary North","01","Motorway","2010","2010","Kilometres","73"
"NRA02","National Route Length","28","Tipperary North","01","Motorway","2011","2011","Kilometres","73"
"NRA02","National Route Length","28","Tipperary North","01","Motorway","2012","2012","Kilometres","73"
"NRA02","National Route Length","28","Tipperary North","01","Motorway","2013","2013","Kilometres","73"
"NRA02","National Route Length","28","Tipperary North","01","Motorway","2014","2014","Kilometres","73"
"NRA02","National Route Length","28","Tipperary North","03","Single","2006","2006","Kilometres","169"
"NRA02","National Route Length","28","Tipperary North","03","Single","2007","2007","Kilometres","169"
"NRA02","National Route Length","28","Tipperary North","03","Single","2008","2008","Kilometres","151"
"NRA02","National Route Length","28","Tipperary North","03","Single","2009","2009","Kilometres","143"
"NRA02","National Route Length","28","Tipperary North","03","Single","2010","2010","Kilometres","105"
"NRA02","National Route Length","28","Tipperary North","03","Single","2011","2011","Kilometres","105"
"NRA02","National Route Length","28","Tipperary North","03","Single","2012","2012","Kilometres","105"
"NRA02","National Route Length","28","Tipperary North","03","Single","2013","2013","Kilometres","104"
"NRA02","National Route Length","28","Tipperary North","03","Single","2014","2014","Kilometres","104"
"NRA02","National Route Length","28","Tipperary North","04","Two plus one","2006","2006","Kilometres",""
"NRA02","National Route Length","28","Tipperary North","04","Two plus one","2007","2007","Kilometres",""
"NRA02","National Route Length","28","Tipperary North","04","Two plus one","2008","2008","Kilometres",""
"NRA02","National Route Length","28","Tipperary North","04","Two plus one","2009","2009","Kilometres",""
"NRA02","National Route Length","28","Tipperary North","04","Two plus one","2010","2010","Kilometres",""
"NRA02","National Route Length","28","Tipperary North","04","Two plus one","2011","2011","Kilometres",""
"NRA02","National Route Length","28","Tipperary North","04","Two plus one","2012","2012","Kilometres",""
"NRA02","National Route Length","28","Tipperary North","04","Two plus one","2013","2013","Kilometres",""
"NRA02","National Route Length","28","Tipperary North","04","Two plus one","2014","2014","Kilometres",""
"NRA02","National Route Length","28","Tipperary North","05","Dual carriageway","2006","2006","Kilometres",""
"NRA02","National Route Length","28","Tipperary North","05","Dual carriageway","2007","2007","Kilometres",""
"NRA02","National Route Length","28","Tipperary North","05","Dual carriageway","2008","2008","Kilometres",""
"NRA02","National Route Length","28","Tipperary North","05","Dual carriageway","2009","2009","Kilometres",""
"NRA02","National Route Length","28","Tipperary North","05","Dual carriageway","2010","2010","Kilometres",""
"NRA02","National Route Length","28","Tipperary North","05","Dual carriageway","2011","2011","Kilometres",""
"NRA02","National Route Length","28","Tipperary North","05","Dual carriageway","2012","2012","Kilometres",""
"NRA02","National Route Length","28","Tipperary North","05","Dual carriageway","2013","2013","Kilometres","0"
"NRA02","National Route Length","28","Tipperary North","05","Dual carriageway","2014","2014","Kilometres","0"
"NRA02","National Route Length","29","Tipperary South","-","All Carriage ways","2006","2006","Kilometres","160"
"NRA02","National Route Length","29","Tipperary South","-","All Carriage ways","2007","2007","Kilometres","158"
"NRA02","National Route Length","29","Tipperary South","-","All Carriage ways","2008","2008","Kilometres","160"
"NRA02","National Route Length","29","Tipperary South","-","All Carriage ways","2009","2009","Kilometres","160"
"NRA02","National Route Length","29","Tipperary South","-","All Carriage ways","2010","2010","Kilometres","159"
"NRA02","National Route Length","29","Tipperary South","-","All Carriage ways","2011","2011","Kilometres","159"
"NRA02","National Route Length","29","Tipperary South","-","All Carriage ways","2012","2012","Kilometres","159"
"NRA02","National Route Length","29","Tipperary South","-","All Carriage ways","2013","2013","Kilometres","158"
"NRA02","National Route Length","29","Tipperary South","-","All Carriage ways","2014","2014","Kilometres","158"
"NRA02","National Route Length","29","Tipperary South","01","Motorway","2006","2006","Kilometres",""
"NRA02","National Route Length","29","Tipperary South","01","Motorway","2007","2007","Kilometres",""
"NRA02","National Route Length","29","Tipperary South","01","Motorway","2008","2008","Kilometres","49"
"NRA02","National Route Length","29","Tipperary South","01","Motorway","2009","2009","Kilometres","49"
"NRA02","National Route Length","29","Tipperary South","01","Motorway","2010","2010","Kilometres","49"
"NRA02","National Route Length","29","Tipperary South","01","Motorway","2011","2011","Kilometres","49"
"NRA02","National Route Length","29","Tipperary South","01","Motorway","2012","2012","Kilometres","49"
"NRA02","National Route Length","29","Tipperary South","01","Motorway","2013","2013","Kilometres","49"
"NRA02","National Route Length","29","Tipperary South","01","Motorway","2014","2014","Kilometres","49"
"NRA02","National Route Length","29","Tipperary South","03","Single","2006","2006","Kilometres","154"
"NRA02","National Route Length","29","Tipperary South","03","Single","2007","2007","Kilometres","137"
"NRA02","National Route Length","29","Tipperary South","03","Single","2008","2008","Kilometres","108"
"NRA02","National Route Length","29","Tipperary South","03","Single","2009","2009","Kilometres","108"
"NRA02","National Route Length","29","Tipperary South","03","Single","2010","2010","Kilometres","108"
"NRA02","National Route Length","29","Tipperary South","03","Single","2011","2011","Kilometres","108"
"NRA02","National Route Length","29","Tipperary South","03","Single","2012","2012","Kilometres","108"
"NRA02","National Route Length","29","Tipperary South","03","Single","2013","2013","Kilometres","106"
"NRA02","National Route Length","29","Tipperary South","03","Single","2014","2014","Kilometres","106"
"NRA02","National Route Length","29","Tipperary South","04","Two plus one","2006","2006","Kilometres","0"
"NRA02","National Route Length","29","Tipperary South","04","Two plus one","2007","2007","Kilometres","3"
"NRA02","National Route Length","29","Tipperary South","04","Two plus one","2008","2008","Kilometres","3"
"NRA02","National Route Length","29","Tipperary South","04","Two plus one","2009","2009","Kilometres","3"
"NRA02","National Route Length","29","Tipperary South","04","Two plus one","2010","2010","Kilometres","3"
"NRA02","National Route Length","29","Tipperary South","04","Two plus one","2011","2011","Kilometres","3"
"NRA02","National Route Length","29","Tipperary South","04","Two plus one","2012","2012","Kilometres","3"
"NRA02","National Route Length","29","Tipperary South","04","Two plus one","2013","2013","Kilometres",""
"NRA02","National Route Length","29","Tipperary South","04","Two plus one","2014","2014","Kilometres",""
"NRA02","National Route Length","29","Tipperary South","05","Dual carriageway","2006","2006","Kilometres","6"
"NRA02","National Route Length","29","Tipperary South","05","Dual carriageway","2007","2007","Kilometres","17"
"NRA02","National Route Length","29","Tipperary South","05","Dual carriageway","2008","2008","Kilometres",""
"NRA02","National Route Length","29","Tipperary South","05","Dual carriageway","2009","2009","Kilometres",""
"NRA02","National Route Length","29","Tipperary South","05","Dual carriageway","2010","2010","Kilometres",""
"NRA02","National Route Length","29","Tipperary South","05","Dual carriageway","2011","2011","Kilometres",""
"NRA02","National Route Length","29","Tipperary South","05","Dual carriageway","2012","2012","Kilometres",""
"NRA02","National Route Length","29","Tipperary South","05","Dual carriageway","2013","2013","Kilometres","3"
"NRA02","National Route Length","29","Tipperary South","05","Dual carriageway","2014","2014","Kilometres","3"
"NRA02","National Route Length","30","Waterford City","-","All Carriage ways","2006","2006","Kilometres","8"
"NRA02","National Route Length","30","Waterford City","-","All Carriage ways","2007","2007","Kilometres","8"
"NRA02","National Route Length","30","Waterford City","-","All Carriage ways","2008","2008","Kilometres","8"
"NRA02","National Route Length","30","Waterford City","-","All Carriage ways","2009","2009","Kilometres","3"
"NRA02","National Route Length","30","Waterford City","-","All Carriage ways","2010","2010","Kilometres","3"
"NRA02","National Route Length","30","Waterford City","-","All Carriage ways","2011","2011","Kilometres","3"
"NRA02","National Route Length","30","Waterford City","-","All Carriage ways","2012","2012","Kilometres","3"
"NRA02","National Route Length","30","Waterford City","-","All Carriage ways","2013","2013","Kilometres","3"
"NRA02","National Route Length","30","Waterford City","-","All Carriage ways","2014","2014","Kilometres","3"
"NRA02","National Route Length","30","Waterford City","01","Motorway","2006","2006","Kilometres",""
"NRA02","National Route Length","30","Waterford City","01","Motorway","2007","2007","Kilometres",""
"NRA02","National Route Length","30","Waterford City","01","Motorway","2008","2008","Kilometres",""
"NRA02","National Route Length","30","Waterford City","01","Motorway","2009","2009","Kilometres",""
"NRA02","National Route Length","30","Waterford City","01","Motorway","2010","2010","Kilometres",""
"NRA02","National Route Length","30","Waterford City","01","Motorway","2011","2011","Kilometres",""
"NRA02","National Route Length","30","Waterford City","01","Motorway","2012","2012","Kilometres",""
"NRA02","National Route Length","30","Waterford City","01","Motorway","2013","2013","Kilometres","0"
"NRA02","National Route Length","30","Waterford City","01","Motorway","2014","2014","Kilometres","0"
"NRA02","National Route Length","30","Waterford City","03","Single","2006","2006","Kilometres","6"
"NRA02","National Route Length","30","Waterford City","03","Single","2007","2007","Kilometres","6"
"NRA02","National Route Length","30","Waterford City","03","Single","2008","2008","Kilometres","6"
"NRA02","National Route Length","30","Waterford City","03","Single","2009","2009","Kilometres",""
"NRA02","National Route Length","30","Waterford City","03","Single","2010","2010","Kilometres",""
"NRA02","National Route Length","30","Waterford City","03","Single","2011","2011","Kilometres",""
"NRA02","National Route Length","30","Waterford City","03","Single","2012","2012","Kilometres",""
"NRA02","National Route Length","30","Waterford City","03","Single","2013","2013","Kilometres","0"
"NRA02","National Route Length","30","Waterford City","03","Single","2014","2014","Kilometres","0"
"NRA02","National Route Length","30","Waterford City","04","Two plus one","2006","2006","Kilometres",""
"NRA02","National Route Length","30","Waterford City","04","Two plus one","2007","2007","Kilometres",""
"NRA02","National Route Length","30","Waterford City","04","Two plus one","2008","2008","Kilometres",""
"NRA02","National Route Length","30","Waterford City","04","Two plus one","2009","2009","Kilometres",""
"NRA02","National Route Length","30","Waterford City","04","Two plus one","2010","2010","Kilometres",""
"NRA02","National Route Length","30","Waterford City","04","Two plus one","2011","2011","Kilometres",""
"NRA02","National Route Length","30","Waterford City","04","Two plus one","2012","2012","Kilometres",""
"NRA02","National Route Length","30","Waterford City","04","Two plus one","2013","2013","Kilometres",""
"NRA02","National Route Length","30","Waterford City","04","Two plus one","2014","2014","Kilometres",""
"NRA02","National Route Length","30","Waterford City","05","Dual carriageway","2006","2006","Kilometres","2"
"NRA02","National Route Length","30","Waterford City","05","Dual carriageway","2007","2007","Kilometres","2"
"NRA02","National Route Length","30","Waterford City","05","Dual carriageway","2008","2008","Kilometres","2"
"NRA02","National Route Length","30","Waterford City","05","Dual carriageway","2009","2009","Kilometres","3"
"NRA02","National Route Length","30","Waterford City","05","Dual carriageway","2010","2010","Kilometres","3"
"NRA02","National Route Length","30","Waterford City","05","Dual carriageway","2011","2011","Kilometres","3"
"NRA02","National Route Length","30","Waterford City","05","Dual carriageway","2012","2012","Kilometres","3"
"NRA02","National Route Length","30","Waterford City","05","Dual carriageway","2013","2013","Kilometres","3"
"NRA02","National Route Length","30","Waterford City","05","Dual carriageway","2014","2014","Kilometres","3"
"NRA02","National Route Length","31","Waterford County","-","All Carriage ways","2006","2006","Kilometres","104"
"NRA02","National Route Length","31","Waterford County","-","All Carriage ways","2007","2007","Kilometres","104"
"NRA02","National Route Length","31","Waterford County","-","All Carriage ways","2008","2008","Kilometres","103"
"NRA02","National Route Length","31","Waterford County","-","All Carriage ways","2009","2009","Kilometres","104"
"NRA02","National Route Length","31","Waterford County","-","All Carriage ways","2010","2010","Kilometres","104"
"NRA02","National Route Length","31","Waterford County","-","All Carriage ways","2011","2011","Kilometres","104"
"NRA02","National Route Length","31","Waterford County","-","All Carriage ways","2012","2012","Kilometres","104"
"NRA02","National Route Length","31","Waterford County","-","All Carriage ways","2013","2013","Kilometres","103"
"NRA02","National Route Length","31","Waterford County","-","All Carriage ways","2014","2014","Kilometres","104"
"NRA02","National Route Length","31","Waterford County","01","Motorway","2006","2006","Kilometres",""
"NRA02","National Route Length","31","Waterford County","01","Motorway","2007","2007","Kilometres",""
"NRA02","National Route Length","31","Waterford County","01","Motorway","2008","2008","Kilometres",""
"NRA02","National Route Length","31","Waterford County","01","Motorway","2009","2009","Kilometres",""
"NRA02","National Route Length","31","Waterford County","01","Motorway","2010","2010","Kilometres",""
"NRA02","National Route Length","31","Waterford County","01","Motorway","2011","2011","Kilometres",""
"NRA02","National Route Length","31","Waterford County","01","Motorway","2012","2012","Kilometres",""
"NRA02","National Route Length","31","Waterford County","01","Motorway","2013","2013","Kilometres","0"
"NRA02","National Route Length","31","Waterford County","01","Motorway","2014","2014","Kilometres","0"
"NRA02","National Route Length","31","Waterford County","03","Single","2006","2006","Kilometres","104"
"NRA02","National Route Length","31","Waterford County","03","Single","2007","2007","Kilometres","104"
"NRA02","National Route Length","31","Waterford County","03","Single","2008","2008","Kilometres","103"
"NRA02","National Route Length","31","Waterford County","03","Single","2009","2009","Kilometres","97"
"NRA02","National Route Length","31","Waterford County","03","Single","2010","2010","Kilometres","97"
"NRA02","National Route Length","31","Waterford County","03","Single","2011","2011","Kilometres","97"
"NRA02","National Route Length","31","Waterford County","03","Single","2012","2012","Kilometres","97"
"NRA02","National Route Length","31","Waterford County","03","Single","2013","2013","Kilometres","97"
"NRA02","National Route Length","31","Waterford County","03","Single","2014","2014","Kilometres","97"
"NRA02","National Route Length","31","Waterford County","04","Two plus one","2006","2006","Kilometres",""
"NRA02","National Route Length","31","Waterford County","04","Two plus one","2007","2007","Kilometres",""
"NRA02","National Route Length","31","Waterford County","04","Two plus one","2008","2008","Kilometres",""
"NRA02","National Route Length","31","Waterford County","04","Two plus one","2009","2009","Kilometres",""
"NRA02","National Route Length","31","Waterford County","04","Two plus one","2010","2010","Kilometres",""
"NRA02","National Route Length","31","Waterford County","04","Two plus one","2011","2011","Kilometres",""
"NRA02","National Route Length","31","Waterford County","04","Two plus one","2012","2012","Kilometres",""
"NRA02","National Route Length","31","Waterford County","04","Two plus one","2013","2013","Kilometres",""
"NRA02","National Route Length","31","Waterford County","04","Two plus one","2014","2014","Kilometres",""
"NRA02","National Route Length","31","Waterford County","05","Dual carriageway","2006","2006","Kilometres",""
"NRA02","National Route Length","31","Waterford County","05","Dual carriageway","2007","2007","Kilometres",""
"NRA02","National Route Length","31","Waterford County","05","Dual carriageway","2008","2008","Kilometres",""
"NRA02","National Route Length","31","Waterford County","05","Dual carriageway","2009","2009","Kilometres","7"
"NRA02","National Route Length","31","Waterford County","05","Dual carriageway","2010","2010","Kilometres","7"
"NRA02","National Route Length","31","Waterford County","05","Dual carriageway","2011","2011","Kilometres","7"
"NRA02","National Route Length","31","Waterford County","05","Dual carriageway","2012","2012","Kilometres","7"
"NRA02","National Route Length","31","Waterford County","05","Dual carriageway","2013","2013","Kilometres","7"
"NRA02","National Route Length","31","Waterford County","05","Dual carriageway","2014","2014","Kilometres","7"
"NRA02","National Route Length","32","Westmeath","-","All Carriage ways","2006","2006","Kilometres","180"
"NRA02","National Route Length","32","Westmeath","-","All Carriage ways","2007","2007","Kilometres","179"
"NRA02","National Route Length","32","Westmeath","-","All Carriage ways","2008","2008","Kilometres","177"
"NRA02","National Route Length","32","Westmeath","-","All Carriage ways","2009","2009","Kilometres","177"
"NRA02","National Route Length","32","Westmeath","-","All Carriage ways","2010","2010","Kilometres","175"
"NRA02","National Route Length","32","Westmeath","-","All Carriage ways","2011","2011","Kilometres","175"
"NRA02","National Route Length","32","Westmeath","-","All Carriage ways","2012","2012","Kilometres","175"
"NRA02","National Route Length","32","Westmeath","-","All Carriage ways","2013","2013","Kilometres","175"
"NRA02","National Route Length","32","Westmeath","-","All Carriage ways","2014","2014","Kilometres","176"
"NRA02","National Route Length","32","Westmeath","01","Motorway","2006","2006","Kilometres","3"
"NRA02","National Route Length","32","Westmeath","01","Motorway","2007","2007","Kilometres","3"
"NRA02","National Route Length","32","Westmeath","01","Motorway","2008","2008","Kilometres","50"
"NRA02","National Route Length","32","Westmeath","01","Motorway","2009","2009","Kilometres","56"
"NRA02","National Route Length","32","Westmeath","01","Motorway","2010","2010","Kilometres","56"
"NRA02","National Route Length","32","Westmeath","01","Motorway","2011","2011","Kilometres","56"
"NRA02","National Route Length","32","Westmeath","01","Motorway","2012","2012","Kilometres","56"
"NRA02","National Route Length","32","Westmeath","01","Motorway","2013","2013","Kilometres","56"
"NRA02","National Route Length","32","Westmeath","01","Motorway","2014","2014","Kilometres","56"
"NRA02","National Route Length","32","Westmeath","03","Single","2006","2006","Kilometres","135"
"NRA02","National Route Length","32","Westmeath","03","Single","2007","2007","Kilometres","125"
"NRA02","National Route Length","32","Westmeath","03","Single","2008","2008","Kilometres","102"
"NRA02","National Route Length","32","Westmeath","03","Single","2009","2009","Kilometres","102"
"NRA02","National Route Length","32","Westmeath","03","Single","2010","2010","Kilometres","100"
"NRA02","National Route Length","32","Westmeath","03","Single","2011","2011","Kilometres","100"
"NRA02","National Route Length","32","Westmeath","03","Single","2012","2012","Kilometres","100"
"NRA02","National Route Length","32","Westmeath","03","Single","2013","2013","Kilometres","102"
"NRA02","National Route Length","32","Westmeath","03","Single","2014","2014","Kilometres","102"
"NRA02","National Route Length","32","Westmeath","04","Two plus one","2006","2006","Kilometres",""
"NRA02","National Route Length","32","Westmeath","04","Two plus one","2007","2007","Kilometres",""
"NRA02","National Route Length","32","Westmeath","04","Two plus one","2008","2008","Kilometres",""
"NRA02","National Route Length","32","Westmeath","04","Two plus one","2009","2009","Kilometres",""
"NRA02","National Route Length","32","Westmeath","04","Two plus one","2010","2010","Kilometres",""
"NRA02","National Route Length","32","Westmeath","04","Two plus one","2011","2011","Kilometres",""
"NRA02","National Route Length","32","Westmeath","04","Two plus one","2012","2012","Kilometres",""
"NRA02","National Route Length","32","Westmeath","04","Two plus one","2013","2013","Kilometres",""
"NRA02","National Route Length","32","Westmeath","04","Two plus one","2014","2014","Kilometres",""
"NRA02","National Route Length","32","Westmeath","05","Dual carriageway","2006","2006","Kilometres","42"
"NRA02","National Route Length","32","Westmeath","05","Dual carriageway","2007","2007","Kilometres","51"
"NRA02","National Route Length","32","Westmeath","05","Dual carriageway","2008","2008","Kilometres","24"
"NRA02","National Route Length","32","Westmeath","05","Dual carriageway","2009","2009","Kilometres","18"
"NRA02","National Route Length","32","Westmeath","05","Dual carriageway","2010","2010","Kilometres","18"
"NRA02","National Route Length","32","Westmeath","05","Dual carriageway","2011","2011","Kilometres","18"
"NRA02","National Route Length","32","Westmeath","05","Dual carriageway","2012","2012","Kilometres","18"
"NRA02","National Route Length","32","Westmeath","05","Dual carriageway","2013","2013","Kilometres","18"
"NRA02","National Route Length","32","Westmeath","05","Dual carriageway","2014","2014","Kilometres","18"
"NRA02","National Route Length","33","Wexford","-","All Carriage ways","2006","2006","Kilometres","163"
"NRA02","National Route Length","33","Wexford","-","All Carriage ways","2007","2007","Kilometres","164"
"NRA02","National Route Length","33","Wexford","-","All Carriage ways","2008","2008","Kilometres","164"
"NRA02","National Route Length","33","Wexford","-","All Carriage ways","2009","2009","Kilometres","164"
"NRA02","National Route Length","33","Wexford","-","All Carriage ways","2010","2010","Kilometres","164"
"NRA02","National Route Length","33","Wexford","-","All Carriage ways","2011","2011","Kilometres","164"
"NRA02","National Route Length","33","Wexford","-","All Carriage ways","2012","2012","Kilometres","164"
"NRA02","National Route Length","33","Wexford","-","All Carriage ways","2013","2013","Kilometres","164"
"NRA02","National Route Length","33","Wexford","-","All Carriage ways","2014","2014","Kilometres","164"
"NRA02","National Route Length","33","Wexford","01","Motorway","2006","2006","Kilometres",""
"NRA02","National Route Length","33","Wexford","01","Motorway","2007","2007","Kilometres",""
"NRA02","National Route Length","33","Wexford","01","Motorway","2008","2008","Kilometres",""
"NRA02","National Route Length","33","Wexford","01","Motorway","2009","2009","Kilometres","22"
"NRA02","National Route Length","33","Wexford","01","Motorway","2010","2010","Kilometres","22"
"NRA02","National Route Length","33","Wexford","01","Motorway","2011","2011","Kilometres","22"
"NRA02","National Route Length","33","Wexford","01","Motorway","2012","2012","Kilometres","22"
"NRA02","National Route Length","33","Wexford","01","Motorway","2013","2013","Kilometres","22"
"NRA02","National Route Length","33","Wexford","01","Motorway","2014","2014","Kilometres","22"
"NRA02","National Route Length","33","Wexford","03","Single","2006","2006","Kilometres","162"
"NRA02","National Route Length","33","Wexford","03","Single","2007","2007","Kilometres","142"
"NRA02","National Route Length","33","Wexford","03","Single","2008","2008","Kilometres","142"
"NRA02","National Route Length","33","Wexford","03","Single","2009","2009","Kilometres","142"
"NRA02","National Route Length","33","Wexford","03","Single","2010","2010","Kilometres","142"
"NRA02","National Route Length","33","Wexford","03","Single","2011","2011","Kilometres","142"
"NRA02","National Route Length","33","Wexford","03","Single","2012","2012","Kilometres","142"
"NRA02","National Route Length","33","Wexford","03","Single","2013","2013","Kilometres","142"
"NRA02","National Route Length","33","Wexford","03","Single","2014","2014","Kilometres","142"
"NRA02","National Route Length","33","Wexford","04","Two plus one","2006","2006","Kilometres",""
"NRA02","National Route Length","33","Wexford","04","Two plus one","2007","2007","Kilometres",""
"NRA02","National Route Length","33","Wexford","04","Two plus one","2008","2008","Kilometres",""
"NRA02","National Route Length","33","Wexford","04","Two plus one","2009","2009","Kilometres",""
"NRA02","National Route Length","33","Wexford","04","Two plus one","2010","2010","Kilometres",""
"NRA02","National Route Length","33","Wexford","04","Two plus one","2011","2011","Kilometres",""
"NRA02","National Route Length","33","Wexford","04","Two plus one","2012","2012","Kilometres",""
"NRA02","National Route Length","33","Wexford","04","Two plus one","2013","2013","Kilometres",""
"NRA02","National Route Length","33","Wexford","04","Two plus one","2014","2014","Kilometres",""
"NRA02","National Route Length","33","Wexford","05","Dual carriageway","2006","2006","Kilometres","0"
"NRA02","National Route Length","33","Wexford","05","Dual carriageway","2007","2007","Kilometres","22"
"NRA02","National Route Length","33","Wexford","05","Dual carriageway","2008","2008","Kilometres","22"
"NRA02","National Route Length","33","Wexford","05","Dual carriageway","2009","2009","Kilometres",""
"NRA02","National Route Length","33","Wexford","05","Dual carriageway","2010","2010","Kilometres",""
"NRA02","National Route Length","33","Wexford","05","Dual carriageway","2011","2011","Kilometres",""
"NRA02","National Route Length","33","Wexford","05","Dual carriageway","2012","2012","Kilometres",""
"NRA02","National Route Length","33","Wexford","05","Dual carriageway","2013","2013","Kilometres","0"
"NRA02","National Route Length","33","Wexford","05","Dual carriageway","2014","2014","Kilometres","0"
"NRA02","National Route Length","34","Wicklow","-","All Carriage ways","2006","2006","Kilometres","92"
"NRA02","National Route Length","34","Wicklow","-","All Carriage ways","2007","2007","Kilometres","92"
"NRA02","National Route Length","34","Wicklow","-","All Carriage ways","2008","2008","Kilometres","92"
"NRA02","National Route Length","34","Wicklow","-","All Carriage ways","2009","2009","Kilometres","92"
"NRA02","National Route Length","34","Wicklow","-","All Carriage ways","2010","2010","Kilometres","92"
"NRA02","National Route Length","34","Wicklow","-","All Carriage ways","2011","2011","Kilometres","92"
"NRA02","National Route Length","34","Wicklow","-","All Carriage ways","2012","2012","Kilometres","92"
"NRA02","National Route Length","34","Wicklow","-","All Carriage ways","2013","2013","Kilometres","92"
"NRA02","National Route Length","34","Wicklow","-","All Carriage ways","2014","2014","Kilometres","91"
"NRA02","National Route Length","34","Wicklow","01","Motorway","2006","2006","Kilometres","1"
"NRA02","National Route Length","34","Wicklow","01","Motorway","2007","2007","Kilometres","1"
"NRA02","National Route Length","34","Wicklow","01","Motorway","2008","2008","Kilometres","1"
"NRA02","National Route Length","34","Wicklow","01","Motorway","2009","2009","Kilometres","17"
"NRA02","National Route Length","34","Wicklow","01","Motorway","2010","2010","Kilometres","17"
"NRA02","National Route Length","34","Wicklow","01","Motorway","2011","2011","Kilometres","17"
"NRA02","National Route Length","34","Wicklow","01","Motorway","2012","2012","Kilometres","17"
"NRA02","National Route Length","34","Wicklow","01","Motorway","2013","2013","Kilometres","16"
"NRA02","National Route Length","34","Wicklow","01","Motorway","2014","2014","Kilometres","16"
"NRA02","National Route Length","34","Wicklow","03","Single","2006","2006","Kilometres","53"
"NRA02","National Route Length","34","Wicklow","03","Single","2007","2007","Kilometres","53"
"NRA02","National Route Length","34","Wicklow","03","Single","2008","2008","Kilometres","53"
"NRA02","National Route Length","34","Wicklow","03","Single","2009","2009","Kilometres","53"
"NRA02","National Route Length","34","Wicklow","03","Single","2010","2010","Kilometres","53"
"NRA02","National Route Length","34","Wicklow","03","Single","2011","2011","Kilometres","53"
"NRA02","National Route Length","34","Wicklow","03","Single","2012","2012","Kilometres","53"
"NRA02","National Route Length","34","Wicklow","03","Single","2013","2013","Kilometres","53"
"NRA02","National Route Length","34","Wicklow","03","Single","2014","2014","Kilometres","53"
"NRA02","National Route Length","34","Wicklow","04","Two plus one","2006","2006","Kilometres",""
"NRA02","National Route Length","34","Wicklow","04","Two plus one","2007","2007","Kilometres",""
"NRA02","National Route Length","34","Wicklow","04","Two plus one","2008","2008","Kilometres",""
"NRA02","National Route Length","34","Wicklow","04","Two plus one","2009","2009","Kilometres",""
"NRA02","National Route Length","34","Wicklow","04","Two plus one","2010","2010","Kilometres",""
"NRA02","National Route Length","34","Wicklow","04","Two plus one","2011","2011","Kilometres",""
"NRA02","National Route Length","34","Wicklow","04","Two plus one","2012","2012","Kilometres",""
"NRA02","National Route Length","34","Wicklow","04","Two plus one","2013","2013","Kilometres",""
"NRA02","National Route Length","34","Wicklow","04","Two plus one","2014","2014","Kilometres",""
"NRA02","National Route Length","34","Wicklow","05","Dual carriageway","2006","2006","Kilometres","38"
"NRA02","National Route Length","34","Wicklow","05","Dual carriageway","2007","2007","Kilometres","38"
"NRA02","National Route Length","34","Wicklow","05","Dual carriageway","2008","2008","Kilometres","38"
"NRA02","National Route Length","34","Wicklow","05","Dual carriageway","2009","2009","Kilometres","22"
"NRA02","National Route Length","34","Wicklow","05","Dual carriageway","2010","2010","Kilometres","22"
"NRA02","National Route Length","34","Wicklow","05","Dual carriageway","2011","2011","Kilometres","22"
"NRA02","National Route Length","34","Wicklow","05","Dual carriageway","2012","2012","Kilometres","22"
"NRA02","National Route Length","34","Wicklow","05","Dual carriageway","2013","2013","Kilometres","22"
"NRA02","National Route Length","34","Wicklow","05","Dual carriageway","2014","2014","Kilometres","22"
