"STATISTIC","Statistic Label","TLIST(W1)","Year","C03132V03784","Luas Line","C01198V01436","Weeks of the year","UNIT","VALUE"
"TII01C01","Passenger Journeys","2019","2019","-","All Luas lines","01","Week 01","Number","549533"
"TII01C01","Passenger Journeys","2019","2019","-","All Luas lines","02","Week 02","Number","839022"
"TII01C01","Passenger Journeys","2019","2019","-","All Luas lines","03","Week 03","Number","819359"
"TII01C01","Passenger Journeys","2019","2019","-","All Luas lines","04","Week 04","Number","860745"
"TII01C01","Passenger Journeys","2019","2019","-","All Luas lines","05","Week 05","Number","912795"
"TII01C01","Passenger Journeys","2019","2019","-","All Luas lines","06","Week 06","Number","912612"
"TII01C01","Passenger Journeys","2019","2019","-","All Luas lines","07","Week 07","Number","940476"
"TII01C01","Passenger Journeys","2019","2019","-","All Luas lines","08","Week 08","Number","952291"
"TII01C01","Passenger Journeys","2019","2019","-","All Luas lines","09","Week 09","Number","929391"
"TII01C01","Passenger Journeys","2019","2019","-","All Luas lines","10","Week 10","Number","941919"
"TII01C01","Passenger Journeys","2019","2019","-","All Luas lines","11","Week 11","Number","924998"
"TII01C01","Passenger Journeys","2019","2019","-","All Luas lines","12","Week 12","Number","868205"
"TII01C01","Passenger Journeys","2019","2019","-","All Luas lines","13","Week 13","Number","1003871"
"TII01C01","Passenger Journeys","2019","2019","-","All Luas lines","14","Week 14","Number","933575"
"TII01C01","Passenger Journeys","2019","2019","-","All Luas lines","15","Week 15","Number","945662"
"TII01C01","Passenger Journeys","2019","2019","-","All Luas lines","16","Week 16","Number","842186"
"TII01C01","Passenger Journeys","2019","2019","-","All Luas lines","17","Week 17","Number","801296"
"TII01C01","Passenger Journeys","2019","2019","-","All Luas lines","18","Week 18","Number","919255"
"TII01C01","Passenger Journeys","2019","2019","-","All Luas lines","19","Week 19","Number","817933"
"TII01C01","Passenger Journeys","2019","2019","-","All Luas lines","20","Week 20","Number","904983"
"TII01C01","Passenger Journeys","2019","2019","-","All Luas lines","21","Week 21","Number","902415"
"TII01C01","Passenger Journeys","2019","2019","-","All Luas lines","22","Week 22","Number","973025"
"TII01C01","Passenger Journeys","2019","2019","-","All Luas lines","23","Week 23","Number","826269"
"TII01C01","Passenger Journeys","2019","2019","-","All Luas lines","24","Week 24","Number","925516"
"TII01C01","Passenger Journeys","2019","2019","-","All Luas lines","25","Week 25","Number","883208"
"TII01C01","Passenger Journeys","2019","2019","-","All Luas lines","26","Week 26","Number","905636"
"TII01C01","Passenger Journeys","2019","2019","-","All Luas lines","27","Week 27","Number","982288"
"TII01C01","Passenger Journeys","2019","2019","-","All Luas lines","28","Week 28","Number","919158"
"TII01C01","Passenger Journeys","2019","2019","-","All Luas lines","29","Week 29","Number","903958"
"TII01C01","Passenger Journeys","2019","2019","-","All Luas lines","30","Week 30","Number","926491"
"TII01C01","Passenger Journeys","2019","2019","-","All Luas lines","31","Week 31","Number","832452"
"TII01C01","Passenger Journeys","2019","2019","-","All Luas lines","32","Week 32","Number","807393"
"TII01C01","Passenger Journeys","2019","2019","-","All Luas lines","33","Week 33","Number","868677"
"TII01C01","Passenger Journeys","2019","2019","-","All Luas lines","34","Week 34","Number","862939"
"TII01C01","Passenger Journeys","2019","2019","-","All Luas lines","35","Week 35","Number","897355"
"TII01C01","Passenger Journeys","2019","2019","-","All Luas lines","36","Week 36","Number","933362"
"TII01C01","Passenger Journeys","2019","2019","-","All Luas lines","37","Week 37","Number","969818"
"TII01C01","Passenger Journeys","2019","2019","-","All Luas lines","38","Week 38","Number","990123"
"TII01C01","Passenger Journeys","2019","2019","-","All Luas lines","39","Week 39","Number","1031937"
"TII01C01","Passenger Journeys","2019","2019","-","All Luas lines","40","Week 40","Number","986159"
"TII01C01","Passenger Journeys","2019","2019","-","All Luas lines","41","Week 41","Number","1054749"
"TII01C01","Passenger Journeys","2019","2019","-","All Luas lines","42","Week 42","Number","1014017"
"TII01C01","Passenger Journeys","2019","2019","-","All Luas lines","43","Week 43","Number","1028522"
"TII01C01","Passenger Journeys","2019","2019","-","All Luas lines","44","Week 44","Number","924586"
"TII01C01","Passenger Journeys","2019","2019","-","All Luas lines","45","Week 45","Number","1019705"
"TII01C01","Passenger Journeys","2019","2019","-","All Luas lines","46","Week 46","Number","1038825"
"TII01C01","Passenger Journeys","2019","2019","-","All Luas lines","47","Week 47","Number","1062275"
"TII01C01","Passenger Journeys","2019","2019","-","All Luas lines","48","Week 48","Number","1113668"
"TII01C01","Passenger Journeys","2019","2019","-","All Luas lines","49","Week 49","Number","1080791"
"TII01C01","Passenger Journeys","2019","2019","-","All Luas lines","50","Week 50","Number","1151098"
"TII01C01","Passenger Journeys","2019","2019","-","All Luas lines","51","Week 51","Number","1173473"
"TII01C01","Passenger Journeys","2019","2019","-","All Luas lines","52","Week 52","Number","538511"
"TII01C01","Passenger Journeys","2019","2019","-","All Luas lines","53","Week 53","Number",""
"TII01C01","Passenger Journeys","2019","2019","1","Red line","01","Week 01","Number","274139"
"TII01C01","Passenger Journeys","2019","2019","1","Red line","02","Week 02","Number","408199"
"TII01C01","Passenger Journeys","2019","2019","1","Red line","03","Week 03","Number","376785"
"TII01C01","Passenger Journeys","2019","2019","1","Red line","04","Week 04","Number","405224"
"TII01C01","Passenger Journeys","2019","2019","1","Red line","05","Week 05","Number","441197"
"TII01C01","Passenger Journeys","2019","2019","1","Red line","06","Week 06","Number","449398"
"TII01C01","Passenger Journeys","2019","2019","1","Red line","07","Week 07","Number","466795"
"TII01C01","Passenger Journeys","2019","2019","1","Red line","08","Week 08","Number","480974"
"TII01C01","Passenger Journeys","2019","2019","1","Red line","09","Week 09","Number","468299"
"TII01C01","Passenger Journeys","2019","2019","1","Red line","10","Week 10","Number","475467"
"TII01C01","Passenger Journeys","2019","2019","1","Red line","11","Week 11","Number","442796"
"TII01C01","Passenger Journeys","2019","2019","1","Red line","12","Week 12","Number","440137"
"TII01C01","Passenger Journeys","2019","2019","1","Red line","13","Week 13","Number","516298"
"TII01C01","Passenger Journeys","2019","2019","1","Red line","14","Week 14","Number","457616"
"TII01C01","Passenger Journeys","2019","2019","1","Red line","15","Week 15","Number","469346"
"TII01C01","Passenger Journeys","2019","2019","1","Red line","16","Week 16","Number","426377"
"TII01C01","Passenger Journeys","2019","2019","1","Red line","17","Week 17","Number","408238"
"TII01C01","Passenger Journeys","2019","2019","1","Red line","18","Week 18","Number","453764"
"TII01C01","Passenger Journeys","2019","2019","1","Red line","19","Week 19","Number","411312"
"TII01C01","Passenger Journeys","2019","2019","1","Red line","20","Week 20","Number","446595"
"TII01C01","Passenger Journeys","2019","2019","1","Red line","21","Week 21","Number","455929"
"TII01C01","Passenger Journeys","2019","2019","1","Red line","22","Week 22","Number","502622"
"TII01C01","Passenger Journeys","2019","2019","1","Red line","23","Week 23","Number","422419"
"TII01C01","Passenger Journeys","2019","2019","1","Red line","24","Week 24","Number","471816"
"TII01C01","Passenger Journeys","2019","2019","1","Red line","25","Week 25","Number","444675"
"TII01C01","Passenger Journeys","2019","2019","1","Red line","26","Week 26","Number","457342"
"TII01C01","Passenger Journeys","2019","2019","1","Red line","27","Week 27","Number","498818"
"TII01C01","Passenger Journeys","2019","2019","1","Red line","28","Week 28","Number","478360"
"TII01C01","Passenger Journeys","2019","2019","1","Red line","29","Week 29","Number","452205"
"TII01C01","Passenger Journeys","2019","2019","1","Red line","30","Week 30","Number","469191"
"TII01C01","Passenger Journeys","2019","2019","1","Red line","31","Week 31","Number","422939"
"TII01C01","Passenger Journeys","2019","2019","1","Red line","32","Week 32","Number","423004"
"TII01C01","Passenger Journeys","2019","2019","1","Red line","33","Week 33","Number","445915"
"TII01C01","Passenger Journeys","2019","2019","1","Red line","34","Week 34","Number","448568"
"TII01C01","Passenger Journeys","2019","2019","1","Red line","35","Week 35","Number","442634"
"TII01C01","Passenger Journeys","2019","2019","1","Red line","36","Week 36","Number","454849"
"TII01C01","Passenger Journeys","2019","2019","1","Red line","37","Week 37","Number","469489"
"TII01C01","Passenger Journeys","2019","2019","1","Red line","38","Week 38","Number","484461"
"TII01C01","Passenger Journeys","2019","2019","1","Red line","39","Week 39","Number","515967"
"TII01C01","Passenger Journeys","2019","2019","1","Red line","40","Week 40","Number","484015"
"TII01C01","Passenger Journeys","2019","2019","1","Red line","41","Week 41","Number","534986"
"TII01C01","Passenger Journeys","2019","2019","1","Red line","42","Week 42","Number","499959"
"TII01C01","Passenger Journeys","2019","2019","1","Red line","43","Week 43","Number","502241"
"TII01C01","Passenger Journeys","2019","2019","1","Red line","44","Week 44","Number","471553"
"TII01C01","Passenger Journeys","2019","2019","1","Red line","45","Week 45","Number","497796"
"TII01C01","Passenger Journeys","2019","2019","1","Red line","46","Week 46","Number","514523"
"TII01C01","Passenger Journeys","2019","2019","1","Red line","47","Week 47","Number","530882"
"TII01C01","Passenger Journeys","2019","2019","1","Red line","48","Week 48","Number","544022"
"TII01C01","Passenger Journeys","2019","2019","1","Red line","49","Week 49","Number","519257"
"TII01C01","Passenger Journeys","2019","2019","1","Red line","50","Week 50","Number","556229"
"TII01C01","Passenger Journeys","2019","2019","1","Red line","51","Week 51","Number","550775"
"TII01C01","Passenger Journeys","2019","2019","1","Red line","52","Week 52","Number","259211"
"TII01C01","Passenger Journeys","2019","2019","1","Red line","53","Week 53","Number",""
"TII01C01","Passenger Journeys","2019","2019","2","Green line","01","Week 01","Number","275394"
"TII01C01","Passenger Journeys","2019","2019","2","Green line","02","Week 02","Number","430823"
"TII01C01","Passenger Journeys","2019","2019","2","Green line","03","Week 03","Number","442574"
"TII01C01","Passenger Journeys","2019","2019","2","Green line","04","Week 04","Number","455521"
"TII01C01","Passenger Journeys","2019","2019","2","Green line","05","Week 05","Number","471598"
"TII01C01","Passenger Journeys","2019","2019","2","Green line","06","Week 06","Number","463215"
"TII01C01","Passenger Journeys","2019","2019","2","Green line","07","Week 07","Number","473682"
"TII01C01","Passenger Journeys","2019","2019","2","Green line","08","Week 08","Number","471317"
"TII01C01","Passenger Journeys","2019","2019","2","Green line","09","Week 09","Number","461093"
"TII01C01","Passenger Journeys","2019","2019","2","Green line","10","Week 10","Number","466451"
"TII01C01","Passenger Journeys","2019","2019","2","Green line","11","Week 11","Number","482201"
"TII01C01","Passenger Journeys","2019","2019","2","Green line","12","Week 12","Number","428068"
"TII01C01","Passenger Journeys","2019","2019","2","Green line","13","Week 13","Number","487573"
"TII01C01","Passenger Journeys","2019","2019","2","Green line","14","Week 14","Number","475959"
"TII01C01","Passenger Journeys","2019","2019","2","Green line","15","Week 15","Number","476316"
"TII01C01","Passenger Journeys","2019","2019","2","Green line","16","Week 16","Number","415809"
"TII01C01","Passenger Journeys","2019","2019","2","Green line","17","Week 17","Number","393058"
"TII01C01","Passenger Journeys","2019","2019","2","Green line","18","Week 18","Number","465491"
"TII01C01","Passenger Journeys","2019","2019","2","Green line","19","Week 19","Number","406621"
"TII01C01","Passenger Journeys","2019","2019","2","Green line","20","Week 20","Number","458388"
"TII01C01","Passenger Journeys","2019","2019","2","Green line","21","Week 21","Number","446486"
"TII01C01","Passenger Journeys","2019","2019","2","Green line","22","Week 22","Number","470403"
"TII01C01","Passenger Journeys","2019","2019","2","Green line","23","Week 23","Number","403850"
"TII01C01","Passenger Journeys","2019","2019","2","Green line","24","Week 24","Number","453700"
"TII01C01","Passenger Journeys","2019","2019","2","Green line","25","Week 25","Number","438533"
"TII01C01","Passenger Journeys","2019","2019","2","Green line","26","Week 26","Number","448295"
"TII01C01","Passenger Journeys","2019","2019","2","Green line","27","Week 27","Number","483470"
"TII01C01","Passenger Journeys","2019","2019","2","Green line","28","Week 28","Number","440798"
"TII01C01","Passenger Journeys","2019","2019","2","Green line","29","Week 29","Number","451753"
"TII01C01","Passenger Journeys","2019","2019","2","Green line","30","Week 30","Number","457300"
"TII01C01","Passenger Journeys","2019","2019","2","Green line","31","Week 31","Number","409513"
"TII01C01","Passenger Journeys","2019","2019","2","Green line","32","Week 32","Number","384389"
"TII01C01","Passenger Journeys","2019","2019","2","Green line","33","Week 33","Number","422762"
"TII01C01","Passenger Journeys","2019","2019","2","Green line","34","Week 34","Number","414371"
"TII01C01","Passenger Journeys","2019","2019","2","Green line","35","Week 35","Number","454721"
"TII01C01","Passenger Journeys","2019","2019","2","Green line","36","Week 36","Number","478513"
"TII01C01","Passenger Journeys","2019","2019","2","Green line","37","Week 37","Number","500329"
"TII01C01","Passenger Journeys","2019","2019","2","Green line","38","Week 38","Number","505662"
"TII01C01","Passenger Journeys","2019","2019","2","Green line","39","Week 39","Number","515970"
"TII01C01","Passenger Journeys","2019","2019","2","Green line","40","Week 40","Number","502144"
"TII01C01","Passenger Journeys","2019","2019","2","Green line","41","Week 41","Number","519763"
"TII01C01","Passenger Journeys","2019","2019","2","Green line","42","Week 42","Number","514057"
"TII01C01","Passenger Journeys","2019","2019","2","Green line","43","Week 43","Number","526281"
"TII01C01","Passenger Journeys","2019","2019","2","Green line","44","Week 44","Number","453032"
"TII01C01","Passenger Journeys","2019","2019","2","Green line","45","Week 45","Number","521908"
"TII01C01","Passenger Journeys","2019","2019","2","Green line","46","Week 46","Number","524302"
"TII01C01","Passenger Journeys","2019","2019","2","Green line","47","Week 47","Number","531392"
"TII01C01","Passenger Journeys","2019","2019","2","Green line","48","Week 48","Number","569646"
"TII01C01","Passenger Journeys","2019","2019","2","Green line","49","Week 49","Number","561534"
"TII01C01","Passenger Journeys","2019","2019","2","Green line","50","Week 50","Number","594869"
"TII01C01","Passenger Journeys","2019","2019","2","Green line","51","Week 51","Number","622699"
"TII01C01","Passenger Journeys","2019","2019","2","Green line","52","Week 52","Number","279301"
"TII01C01","Passenger Journeys","2019","2019","2","Green line","53","Week 53","Number",""
"TII01C01","Passenger Journeys","2020","2020","-","All Luas lines","01","Week 01","Number","602998"
"TII01C01","Passenger Journeys","2020","2020","-","All Luas lines","02","Week 02","Number","828455"
"TII01C01","Passenger Journeys","2020","2020","-","All Luas lines","03","Week 03","Number","889804"
"TII01C01","Passenger Journeys","2020","2020","-","All Luas lines","04","Week 04","Number","904841"
"TII01C01","Passenger Journeys","2020","2020","-","All Luas lines","05","Week 05","Number","942828"
"TII01C01","Passenger Journeys","2020","2020","-","All Luas lines","06","Week 06","Number","920121"
"TII01C01","Passenger Journeys","2020","2020","-","All Luas lines","07","Week 07","Number","911461"
"TII01C01","Passenger Journeys","2020","2020","-","All Luas lines","08","Week 08","Number","923869"
"TII01C01","Passenger Journeys","2020","2020","-","All Luas lines","09","Week 09","Number","898856"
"TII01C01","Passenger Journeys","2020","2020","-","All Luas lines","10","Week 10","Number","914613"
"TII01C01","Passenger Journeys","2020","2020","-","All Luas lines","11","Week 11","Number","684508"
"TII01C01","Passenger Journeys","2020","2020","-","All Luas lines","12","Week 12","Number","172062"
"TII01C01","Passenger Journeys","2020","2020","-","All Luas lines","13","Week 13","Number","109378"
"TII01C01","Passenger Journeys","2020","2020","-","All Luas lines","14","Week 14","Number","51655"
"TII01C01","Passenger Journeys","2020","2020","-","All Luas lines","15","Week 15","Number","51695"
"TII01C01","Passenger Journeys","2020","2020","-","All Luas lines","16","Week 16","Number","49393"
"TII01C01","Passenger Journeys","2020","2020","-","All Luas lines","17","Week 17","Number","55246"
"TII01C01","Passenger Journeys","2020","2020","-","All Luas lines","18","Week 18","Number","53321"
"TII01C01","Passenger Journeys","2020","2020","-","All Luas lines","19","Week 19","Number","62327"
"TII01C01","Passenger Journeys","2020","2020","-","All Luas lines","20","Week 20","Number","70288"
"TII01C01","Passenger Journeys","2020","2020","-","All Luas lines","21","Week 21","Number","97318"
"TII01C01","Passenger Journeys","2020","2020","-","All Luas lines","22","Week 22","Number","121645"
"TII01C01","Passenger Journeys","2020","2020","-","All Luas lines","23","Week 23","Number","116454"
"TII01C01","Passenger Journeys","2020","2020","-","All Luas lines","24","Week 24","Number","162187"
"TII01C01","Passenger Journeys","2020","2020","-","All Luas lines","25","Week 25","Number","198036"
"TII01C01","Passenger Journeys","2020","2020","-","All Luas lines","26","Week 26","Number","212109"
"TII01C01","Passenger Journeys","2020","2020","-","All Luas lines","27","Week 27","Number","260302"
"TII01C01","Passenger Journeys","2020","2020","-","All Luas lines","28","Week 28","Number","272181"
"TII01C01","Passenger Journeys","2020","2020","-","All Luas lines","29","Week 29","Number","281255"
"TII01C01","Passenger Journeys","2020","2020","-","All Luas lines","30","Week 30","Number","299837"
"TII01C01","Passenger Journeys","2020","2020","-","All Luas lines","31","Week 31","Number","329979"
"TII01C01","Passenger Journeys","2020","2020","-","All Luas lines","32","Week 32","Number","324687"
"TII01C01","Passenger Journeys","2020","2020","-","All Luas lines","33","Week 33","Number","327981"
"TII01C01","Passenger Journeys","2020","2020","-","All Luas lines","34","Week 34","Number","332762"
"TII01C01","Passenger Journeys","2020","2020","-","All Luas lines","35","Week 35","Number","352046"
"TII01C01","Passenger Journeys","2020","2020","-","All Luas lines","36","Week 36","Number","364177"
"TII01C01","Passenger Journeys","2020","2020","-","All Luas lines","37","Week 37","Number","385884"
"TII01C01","Passenger Journeys","2020","2020","-","All Luas lines","38","Week 38","Number","359756"
"TII01C01","Passenger Journeys","2020","2020","-","All Luas lines","39","Week 39","Number","322384"
"TII01C01","Passenger Journeys","2020","2020","-","All Luas lines","40","Week 40","Number","334649"
"TII01C01","Passenger Journeys","2020","2020","-","All Luas lines","41","Week 41","Number","350028"
"TII01C01","Passenger Journeys","2020","2020","-","All Luas lines","42","Week 42","Number","338183"
"TII01C01","Passenger Journeys","2020","2020","-","All Luas lines","43","Week 43","Number","283638"
"TII01C01","Passenger Journeys","2020","2020","-","All Luas lines","44","Week 44","Number","186287"
"TII01C01","Passenger Journeys","2020","2020","-","All Luas lines","45","Week 45","Number","227605"
"TII01C01","Passenger Journeys","2020","2020","-","All Luas lines","46","Week 46","Number","237979"
"TII01C01","Passenger Journeys","2020","2020","-","All Luas lines","47","Week 47","Number","244276"
"TII01C01","Passenger Journeys","2020","2020","-","All Luas lines","48","Week 48","Number","259772"
"TII01C01","Passenger Journeys","2020","2020","-","All Luas lines","49","Week 49","Number","394613"
"TII01C01","Passenger Journeys","2020","2020","-","All Luas lines","50","Week 50","Number","443719"
"TII01C01","Passenger Journeys","2020","2020","-","All Luas lines","51","Week 51","Number","460029"
"TII01C01","Passenger Journeys","2020","2020","-","All Luas lines","52","Week 52","Number","276844"
"TII01C01","Passenger Journeys","2020","2020","-","All Luas lines","53","Week 53","Number","141651"
"TII01C01","Passenger Journeys","2020","2020","1","Red line","01","Week 01","Number","304607"
"TII01C01","Passenger Journeys","2020","2020","1","Red line","02","Week 02","Number","401704"
"TII01C01","Passenger Journeys","2020","2020","1","Red line","03","Week 03","Number","436427"
"TII01C01","Passenger Journeys","2020","2020","1","Red line","04","Week 04","Number","438798"
"TII01C01","Passenger Journeys","2020","2020","1","Red line","05","Week 05","Number","460495"
"TII01C01","Passenger Journeys","2020","2020","1","Red line","06","Week 06","Number","460914"
"TII01C01","Passenger Journeys","2020","2020","1","Red line","07","Week 07","Number","448811"
"TII01C01","Passenger Journeys","2020","2020","1","Red line","08","Week 08","Number","461085"
"TII01C01","Passenger Journeys","2020","2020","1","Red line","09","Week 09","Number","437082"
"TII01C01","Passenger Journeys","2020","2020","1","Red line","10","Week 10","Number","472655"
"TII01C01","Passenger Journeys","2020","2020","1","Red line","11","Week 11","Number","347419"
"TII01C01","Passenger Journeys","2020","2020","1","Red line","12","Week 12","Number","94591"
"TII01C01","Passenger Journeys","2020","2020","1","Red line","13","Week 13","Number","64188"
"TII01C01","Passenger Journeys","2020","2020","1","Red line","14","Week 14","Number","30357"
"TII01C01","Passenger Journeys","2020","2020","1","Red line","15","Week 15","Number","31902"
"TII01C01","Passenger Journeys","2020","2020","1","Red line","16","Week 16","Number","29666"
"TII01C01","Passenger Journeys","2020","2020","1","Red line","17","Week 17","Number","33589"
"TII01C01","Passenger Journeys","2020","2020","1","Red line","18","Week 18","Number","30363"
"TII01C01","Passenger Journeys","2020","2020","1","Red line","19","Week 19","Number","37373"
"TII01C01","Passenger Journeys","2020","2020","1","Red line","20","Week 20","Number","42233"
"TII01C01","Passenger Journeys","2020","2020","1","Red line","21","Week 21","Number","57828"
"TII01C01","Passenger Journeys","2020","2020","1","Red line","22","Week 22","Number","70711"
"TII01C01","Passenger Journeys","2020","2020","1","Red line","23","Week 23","Number","66098"
"TII01C01","Passenger Journeys","2020","2020","1","Red line","24","Week 24","Number","91498"
"TII01C01","Passenger Journeys","2020","2020","1","Red line","25","Week 25","Number","104738"
"TII01C01","Passenger Journeys","2020","2020","1","Red line","26","Week 26","Number","111503"
"TII01C01","Passenger Journeys","2020","2020","1","Red line","27","Week 27","Number","132545"
"TII01C01","Passenger Journeys","2020","2020","1","Red line","28","Week 28","Number","144676"
"TII01C01","Passenger Journeys","2020","2020","1","Red line","29","Week 29","Number","147109"
"TII01C01","Passenger Journeys","2020","2020","1","Red line","30","Week 30","Number","153043"
"TII01C01","Passenger Journeys","2020","2020","1","Red line","31","Week 31","Number","175329"
"TII01C01","Passenger Journeys","2020","2020","1","Red line","32","Week 32","Number","173546"
"TII01C01","Passenger Journeys","2020","2020","1","Red line","33","Week 33","Number","166560"
"TII01C01","Passenger Journeys","2020","2020","1","Red line","34","Week 34","Number","176256"
"TII01C01","Passenger Journeys","2020","2020","1","Red line","35","Week 35","Number","183972"
"TII01C01","Passenger Journeys","2020","2020","1","Red line","36","Week 36","Number","181996"
"TII01C01","Passenger Journeys","2020","2020","1","Red line","37","Week 37","Number","196461"
"TII01C01","Passenger Journeys","2020","2020","1","Red line","38","Week 38","Number","183897"
"TII01C01","Passenger Journeys","2020","2020","1","Red line","39","Week 39","Number","158777"
"TII01C01","Passenger Journeys","2020","2020","1","Red line","40","Week 40","Number","167616"
"TII01C01","Passenger Journeys","2020","2020","1","Red line","41","Week 41","Number","174748"
"TII01C01","Passenger Journeys","2020","2020","1","Red line","42","Week 42","Number","164088"
"TII01C01","Passenger Journeys","2020","2020","1","Red line","43","Week 43","Number","145295"
"TII01C01","Passenger Journeys","2020","2020","1","Red line","44","Week 44","Number","102521"
"TII01C01","Passenger Journeys","2020","2020","1","Red line","45","Week 45","Number","118170"
"TII01C01","Passenger Journeys","2020","2020","1","Red line","46","Week 46","Number","124527"
"TII01C01","Passenger Journeys","2020","2020","1","Red line","47","Week 47","Number","129443"
"TII01C01","Passenger Journeys","2020","2020","1","Red line","48","Week 48","Number","133829"
"TII01C01","Passenger Journeys","2020","2020","1","Red line","49","Week 49","Number","195204"
"TII01C01","Passenger Journeys","2020","2020","1","Red line","50","Week 50","Number","214437"
"TII01C01","Passenger Journeys","2020","2020","1","Red line","51","Week 51","Number","223291"
"TII01C01","Passenger Journeys","2020","2020","1","Red line","52","Week 52","Number","135020"
"TII01C01","Passenger Journeys","2020","2020","1","Red line","53","Week 53","Number","71440"
"TII01C01","Passenger Journeys","2020","2020","2","Green line","01","Week 01","Number","298391"
"TII01C01","Passenger Journeys","2020","2020","2","Green line","02","Week 02","Number","426751"
"TII01C01","Passenger Journeys","2020","2020","2","Green line","03","Week 03","Number","453378"
"TII01C01","Passenger Journeys","2020","2020","2","Green line","04","Week 04","Number","466044"
"TII01C01","Passenger Journeys","2020","2020","2","Green line","05","Week 05","Number","482333"
"TII01C01","Passenger Journeys","2020","2020","2","Green line","06","Week 06","Number","459207"
"TII01C01","Passenger Journeys","2020","2020","2","Green line","07","Week 07","Number","462651"
"TII01C01","Passenger Journeys","2020","2020","2","Green line","08","Week 08","Number","462784"
"TII01C01","Passenger Journeys","2020","2020","2","Green line","09","Week 09","Number","461774"
"TII01C01","Passenger Journeys","2020","2020","2","Green line","10","Week 10","Number","441958"
"TII01C01","Passenger Journeys","2020","2020","2","Green line","11","Week 11","Number","337090"
"TII01C01","Passenger Journeys","2020","2020","2","Green line","12","Week 12","Number","77471"
"TII01C01","Passenger Journeys","2020","2020","2","Green line","13","Week 13","Number","45190"
"TII01C01","Passenger Journeys","2020","2020","2","Green line","14","Week 14","Number","21298"
"TII01C01","Passenger Journeys","2020","2020","2","Green line","15","Week 15","Number","19793"
"TII01C01","Passenger Journeys","2020","2020","2","Green line","16","Week 16","Number","19727"
"TII01C01","Passenger Journeys","2020","2020","2","Green line","17","Week 17","Number","21657"
"TII01C01","Passenger Journeys","2020","2020","2","Green line","18","Week 18","Number","22958"
"TII01C01","Passenger Journeys","2020","2020","2","Green line","19","Week 19","Number","24953"
"TII01C01","Passenger Journeys","2020","2020","2","Green line","20","Week 20","Number","28056"
"TII01C01","Passenger Journeys","2020","2020","2","Green line","21","Week 21","Number","39490"
"TII01C01","Passenger Journeys","2020","2020","2","Green line","22","Week 22","Number","50934"
"TII01C01","Passenger Journeys","2020","2020","2","Green line","23","Week 23","Number","50356"
"TII01C01","Passenger Journeys","2020","2020","2","Green line","24","Week 24","Number","70689"
"TII01C01","Passenger Journeys","2020","2020","2","Green line","25","Week 25","Number","93298"
"TII01C01","Passenger Journeys","2020","2020","2","Green line","26","Week 26","Number","100606"
"TII01C01","Passenger Journeys","2020","2020","2","Green line","27","Week 27","Number","127756"
"TII01C01","Passenger Journeys","2020","2020","2","Green line","28","Week 28","Number","127505"
"TII01C01","Passenger Journeys","2020","2020","2","Green line","29","Week 29","Number","134146"
"TII01C01","Passenger Journeys","2020","2020","2","Green line","30","Week 30","Number","146794"
"TII01C01","Passenger Journeys","2020","2020","2","Green line","31","Week 31","Number","154650"
"TII01C01","Passenger Journeys","2020","2020","2","Green line","32","Week 32","Number","151141"
"TII01C01","Passenger Journeys","2020","2020","2","Green line","33","Week 33","Number","161421"
"TII01C01","Passenger Journeys","2020","2020","2","Green line","34","Week 34","Number","156507"
"TII01C01","Passenger Journeys","2020","2020","2","Green line","35","Week 35","Number","168074"
"TII01C01","Passenger Journeys","2020","2020","2","Green line","36","Week 36","Number","182181"
"TII01C01","Passenger Journeys","2020","2020","2","Green line","37","Week 37","Number","189424"
"TII01C01","Passenger Journeys","2020","2020","2","Green line","38","Week 38","Number","175859"
"TII01C01","Passenger Journeys","2020","2020","2","Green line","39","Week 39","Number","163607"
"TII01C01","Passenger Journeys","2020","2020","2","Green line","40","Week 40","Number","167033"
"TII01C01","Passenger Journeys","2020","2020","2","Green line","41","Week 41","Number","175280"
"TII01C01","Passenger Journeys","2020","2020","2","Green line","42","Week 42","Number","174095"
"TII01C01","Passenger Journeys","2020","2020","2","Green line","43","Week 43","Number","138343"
"TII01C01","Passenger Journeys","2020","2020","2","Green line","44","Week 44","Number","83766"
"TII01C01","Passenger Journeys","2020","2020","2","Green line","45","Week 45","Number","109435"
"TII01C01","Passenger Journeys","2020","2020","2","Green line","46","Week 46","Number","113452"
"TII01C01","Passenger Journeys","2020","2020","2","Green line","47","Week 47","Number","114833"
"TII01C01","Passenger Journeys","2020","2020","2","Green line","48","Week 48","Number","125944"
"TII01C01","Passenger Journeys","2020","2020","2","Green line","49","Week 49","Number","199409"
"TII01C01","Passenger Journeys","2020","2020","2","Green line","50","Week 50","Number","229282"
"TII01C01","Passenger Journeys","2020","2020","2","Green line","51","Week 51","Number","236739"
"TII01C01","Passenger Journeys","2020","2020","2","Green line","52","Week 52","Number","141825"
"TII01C01","Passenger Journeys","2020","2020","2","Green line","53","Week 53","Number","70211"
"TII01C01","Passenger Journeys","2021","2021","-","All Luas lines","01","Week 01","Number","154882"
"TII01C01","Passenger Journeys","2021","2021","-","All Luas lines","02","Week 02","Number","147908"
"TII01C01","Passenger Journeys","2021","2021","-","All Luas lines","03","Week 03","Number","150280"
"TII01C01","Passenger Journeys","2021","2021","-","All Luas lines","04","Week 04","Number","148633"
"TII01C01","Passenger Journeys","2021","2021","-","All Luas lines","05","Week 05","Number","156469"
