"STATISTIC","Statistic Label","TLIST(W1)","Week","C03132V03784","Luas Line","UNIT","VALUE"
"TII03C01","Passenger Journeys","2023W03","2023 Week 03","1","Red line","Number","440142"
"TII03C01","Passenger Journeys","2023W03","2023 Week 03","2","Green line","Number","411750"
"TII03C01","Passenger Journeys","2023W04","2023 Week 04","-","All Luas lines","Number","948591"
"TII03C01","Passenger Journeys","2023W04","2023 Week 04","1","Red line","Number","486675"
"TII03C01","Passenger Journeys","2023W04","2023 Week 04","2","Green line","Number","461916"
"TII03C01","Passenger Journeys","2023W05","2023 Week 05","-","All Luas lines","Number","952736"
"TII03C01","Passenger Journeys","2023W05","2023 Week 05","1","Red line","Number","489532"
"TII03C01","Passenger Journeys","2023W05","2023 Week 05","2","Green line","Number","463204"
"TII03C01","Passenger Journeys","2023W06","2023 Week 06","-","All Luas lines","Number","957284"
"TII03C01","Passenger Journeys","2023W06","2023 Week 06","1","Red line","Number","497428"
"TII03C01","Passenger Journeys","2023W06","2023 Week 06","2","Green line","Number","459856"
"TII03C01","Passenger Journeys","2023W07","2023 Week 07","-","All Luas lines","Number","968927"
"TII03C01","Passenger Journeys","2023W07","2023 Week 07","1","Red line","Number","500579"
"TII03C01","Passenger Journeys","2023W07","2023 Week 07","2","Green line","Number","468348"
"TII03C01","Passenger Journeys","2023W08","2023 Week 08","-","All Luas lines","Number","949241"
"TII03C01","Passenger Journeys","2023W08","2023 Week 08","1","Red line","Number","491496"
"TII03C01","Passenger Journeys","2023W08","2023 Week 08","2","Green line","Number","457745"
"TII03C01","Passenger Journeys","2023W09","2023 Week 09","-","All Luas lines","Number","915330"
"TII03C01","Passenger Journeys","2023W09","2023 Week 09","1","Red line","Number","468498"
"TII03C01","Passenger Journeys","2023W09","2023 Week 09","2","Green line","Number","446831"
"TII03C01","Passenger Journeys","2023W10","2023 Week 10","-","All Luas lines","Number","887706"
"TII03C01","Passenger Journeys","2023W10","2023 Week 10","1","Red line","Number","479445"
"TII03C01","Passenger Journeys","2023W10","2023 Week 10","2","Green line","Number","408261"
"TII03C01","Passenger Journeys","2023W11","2023 Week 11","-","All Luas lines","Number","933919"
"TII03C01","Passenger Journeys","2023W11","2023 Week 11","1","Red line","Number","502781"
"TII03C01","Passenger Journeys","2023W11","2023 Week 11","2","Green line","Number","431138"
"TII03C01","Passenger Journeys","2023W12","2023 Week 12","-","All Luas lines","Number","942682"
"TII03C01","Passenger Journeys","2023W12","2023 Week 12","1","Red line","Number","505332"
"TII03C01","Passenger Journeys","2023W12","2023 Week 12","2","Green line","Number","437350"
"TII03C01","Passenger Journeys","2023W13","2023 Week 13","-","All Luas lines","Number","971374"
"TII03C01","Passenger Journeys","2023W13","2023 Week 13","1","Red line","Number","507092"
"TII03C01","Passenger Journeys","2023W13","2023 Week 13","2","Green line","Number","464282"
"TII03C01","Passenger Journeys","2023W14","2023 Week 14","-","All Luas lines","Number","894947"
"TII03C01","Passenger Journeys","2023W14","2023 Week 14","1","Red line","Number","482842"
"TII03C01","Passenger Journeys","2023W14","2023 Week 14","2","Green line","Number","412105"
"TII03C01","Passenger Journeys","2023W15","2023 Week 15","-","All Luas lines","Number","830253"
"TII03C01","Passenger Journeys","2023W15","2023 Week 15","1","Red line","Number","476106"
"TII03C01","Passenger Journeys","2023W15","2023 Week 15","2","Green line","Number","354148"
"TII03C01","Passenger Journeys","2023W16","2023 Week 16","-","All Luas lines","Number","936981"
"TII03C01","Passenger Journeys","2023W16","2023 Week 16","1","Red line","Number","493366"
"TII03C01","Passenger Journeys","2023W16","2023 Week 16","2","Green line","Number","443616"
"TII03C01","Passenger Journeys","2023W17","2023 Week 17","-","All Luas lines","Number","913737"
"TII03C01","Passenger Journeys","2023W17","2023 Week 17","1","Red line","Number","495522"
"TII03C01","Passenger Journeys","2023W17","2023 Week 17","2","Green line","Number","418215"
"TII03C01","Passenger Journeys","2023W18","2023 Week 18","-","All Luas lines","Number","885361"
"TII03C01","Passenger Journeys","2023W18","2023 Week 18","1","Red line","Number","483525"
"TII03C01","Passenger Journeys","2023W18","2023 Week 18","2","Green line","Number","401836"
"TII03C01","Passenger Journeys","2023W19","2023 Week 19","-","All Luas lines","Number","939287"
"TII03C01","Passenger Journeys","2023W19","2023 Week 19","1","Red line","Number","496075"
"TII03C01","Passenger Journeys","2023W19","2023 Week 19","2","Green line","Number","443212"
"TII03C01","Passenger Journeys","2023W20","2023 Week 20","-","All Luas lines","Number","934041"
"TII03C01","Passenger Journeys","2023W20","2023 Week 20","1","Red line","Number","487287"
"TII03C01","Passenger Journeys","2023W20","2023 Week 20","2","Green line","Number","446753"
"TII03C01","Passenger Journeys","2023W21","2023 Week 21","-","All Luas lines","Number","942106"
"TII03C01","Passenger Journeys","2023W21","2023 Week 21","1","Red line","Number","598293"
"TII03C01","Passenger Journeys","2023W21","2023 Week 21","2","Green line","Number","343813"
"TII03C01","Passenger Journeys","2023W22","2023 Week 22","-","All Luas lines","Number","712764"
"TII03C01","Passenger Journeys","2023W22","2023 Week 22","1","Red line","Number","383243"
"TII03C01","Passenger Journeys","2023W22","2023 Week 22","2","Green line","Number","329521"
"TII03C01","Passenger Journeys","2023W23","2023 Week 23","-","All Luas lines","Number","845530"
"TII03C01","Passenger Journeys","2023W23","2023 Week 23","1","Red line","Number","465542"
"TII03C01","Passenger Journeys","2023W23","2023 Week 23","2","Green line","Number","379988"
"TII03C01","Passenger Journeys","2023W24","2023 Week 24","-","All Luas lines","Number","908491"
"TII03C01","Passenger Journeys","2023W24","2023 Week 24","1","Red line","Number","482633"
"TII03C01","Passenger Journeys","2023W24","2023 Week 24","2","Green line","Number","425858"
"TII03C01","Passenger Journeys","2023W25","2023 Week 25","-","All Luas lines","Number","942501"
"TII03C01","Passenger Journeys","2023W25","2023 Week 25","1","Red line","Number","510176"
"TII03C01","Passenger Journeys","2023W25","2023 Week 25","2","Green line","Number","432325"
"TII03C01","Passenger Journeys","2023W26","2023 Week 26","-","All Luas lines","Number","965830"
"TII03C01","Passenger Journeys","2023W26","2023 Week 26","1","Red line","Number","525000"
"TII03C01","Passenger Journeys","2023W26","2023 Week 26","2","Green line","Number","440830"
"TII03C01","Passenger Journeys","2023W27","2023 Week 27","-","All Luas lines","Number","917233"
"TII03C01","Passenger Journeys","2023W27","2023 Week 27","1","Red line","Number","501656"
"TII03C01","Passenger Journeys","2023W27","2023 Week 27","2","Green line","Number","415577"
"TII03C01","Passenger Journeys","2023W28","2023 Week 28","-","All Luas lines","Number","854628"
"TII03C01","Passenger Journeys","2023W28","2023 Week 28","1","Red line","Number","458273"
"TII03C01","Passenger Journeys","2023W28","2023 Week 28","2","Green line","Number","396355"
"TII03C01","Passenger Journeys","2023W29","2023 Week 29","-","All Luas lines","Number","866913"
"TII03C01","Passenger Journeys","2023W29","2023 Week 29","1","Red line","Number","463673"
"TII03C01","Passenger Journeys","2023W29","2023 Week 29","2","Green line","Number","403240"
"TII03C01","Passenger Journeys","2023W30","2023 Week 30","-","All Luas lines","Number","898925"
"TII03C01","Passenger Journeys","2023W30","2023 Week 30","1","Red line","Number","490187"
"TII03C01","Passenger Journeys","2023W30","2023 Week 30","2","Green line","Number","408738"
"TII03C01","Passenger Journeys","2023W31","2023 Week 31","-","All Luas lines","Number","807150"
"TII03C01","Passenger Journeys","2023W31","2023 Week 31","1","Red line","Number","466708"
"TII03C01","Passenger Journeys","2023W31","2023 Week 31","2","Green line","Number","340441"
"TII03C01","Passenger Journeys","2023W32","2023 Week 32","-","All Luas lines","Number","773935"
"TII03C01","Passenger Journeys","2023W32","2023 Week 32","1","Red line","Number","437277"
"TII03C01","Passenger Journeys","2023W32","2023 Week 32","2","Green line","Number","336659"
"TII03C01","Passenger Journeys","2023W33","2023 Week 33","-","All Luas lines","Number","830665"
"TII03C01","Passenger Journeys","2023W33","2023 Week 33","1","Red line","Number","449135"
"TII03C01","Passenger Journeys","2023W33","2023 Week 33","2","Green line","Number","381530"
"TII03C01","Passenger Journeys","2023W34","2023 Week 34","-","All Luas lines","Number","900531"
"TII03C01","Passenger Journeys","2023W34","2023 Week 34","1","Red line","Number","495211"
"TII03C01","Passenger Journeys","2023W34","2023 Week 34","2","Green line","Number","405320"
"TII03C01","Passenger Journeys","2023W35","2023 Week 35","-","All Luas lines","Number","844129"
"TII03C01","Passenger Journeys","2023W35","2023 Week 35","1","Red line","Number","432251"
"TII03C01","Passenger Journeys","2023W35","2023 Week 35","2","Green line","Number","411878"
"TII03C01","Passenger Journeys","2023W36","2023 Week 36","-","All Luas lines","Number","898741"
"TII03C01","Passenger Journeys","2023W36","2023 Week 36","1","Red line","Number","465836"
"TII03C01","Passenger Journeys","2023W36","2023 Week 36","2","Green line","Number","432905"
"TII03C01","Passenger Journeys","2023W37","2023 Week 37","-","All Luas lines","Number","907481"
"TII03C01","Passenger Journeys","2023W37","2023 Week 37","1","Red line","Number","462007"
"TII03C01","Passenger Journeys","2023W37","2023 Week 37","2","Green line","Number","445474"
"TII03C01","Passenger Journeys","2023W38","2023 Week 38","-","All Luas lines","Number","1031691"
"TII03C01","Passenger Journeys","2023W38","2023 Week 38","1","Red line","Number","533098"
"TII03C01","Passenger Journeys","2023W38","2023 Week 38","2","Green line","Number","498593"
"TII03C01","Passenger Journeys","2023W39","2023 Week 39","-","All Luas lines","Number","1013117"
"TII03C01","Passenger Journeys","2023W39","2023 Week 39","1","Red line","Number","512536"
"TII03C01","Passenger Journeys","2023W39","2023 Week 39","2","Green line","Number","500581"
