,STATISTIC,Statistic Label,TLIST(Q1),Quarter,C02196V02652,State,UNIT,VALUE,Year,Quarter No
1371,NAQ03S01,GVA at Constant Basic Prices (Seasonally Adjusted),19954,1995Q4,-,State,Euro Million,23078,1995,4
1372,NAQ03S01,GVA at Constant Basic Prices (Seasonally Adjusted),19961,1996Q1,-,State,Euro Million,24138,1996,1
1373,NAQ03S01,GVA at Constant Basic Prices (Seasonally Adjusted),19962,1996Q2,-,State,Euro Million,24370,1996,2
1374,NAQ03S01,GVA at Constant Basic Prices (Seasonally Adjusted),19963,1996Q3,-,State,Euro Million,24360,1996,3
1375,NAQ03S01,GVA at Constant Basic Prices (Seasonally Adjusted),19964,1996Q4,-,State,Euro Million,24390,1996,4
1376,NAQ03S01,GVA at Constant Basic Prices (Seasonally Adjusted),19971,1997Q1,-,State,Euro Million,25745,1997,1
1377,NAQ03S01,GVA at Constant Basic Prices (Seasonally Adjusted),19972,1997Q2,-,State,Euro Million,26685,1997,2
1378,NAQ03S01,GVA at Constant Basic Prices (Seasonally Adjusted),19973,1997Q3,-,State,Euro Million,26949,1997,3
1379,NAQ03S01,GVA at Constant Basic Prices (Seasonally Adjusted),19974,1997Q4,-,State,Euro Million,27437,1997,4
1380,NAQ03S01,GVA at Constant Basic Prices (Seasonally Adjusted),19981,1998Q1,-,State,Euro Million,28300,1998,1
1381,NAQ03S01,GVA at Constant Basic Prices (Seasonally Adjusted),19982,1998Q2,-,State,Euro Million,28733,1998,2
1382,NAQ03S01,GVA at Constant Basic Prices (Seasonally Adjusted),19983,1998Q3,-,State,Euro Million,29794,1998,3
1383,NAQ03S01,GVA at Constant Basic Prices (Seasonally Adjusted),19984,1998Q4,-,State,Euro Million,28933,1998,4
1384,NAQ03S01,GVA at Constant Basic Prices (Seasonally Adjusted),19991,1999Q1,-,State,Euro Million,30938,1999,1
1385,NAQ03S01,GVA at Constant Basic Prices (Seasonally Adjusted),19992,1999Q2,-,State,Euro Million,30638,1999,2
1386,NAQ03S01,GVA at Constant Basic Prices (Seasonally Adjusted),19993,1999Q3,-,State,Euro Million,32261,1999,3
1387,NAQ03S01,GVA at Constant Basic Prices (Seasonally Adjusted),19994,1999Q4,-,State,Euro Million,32771,1999,4
1388,NAQ03S01,GVA at Constant Basic Prices (Seasonally Adjusted),20001,2000Q1,-,State,Euro Million,33045,2000,1
1389,NAQ03S01,GVA at Constant Basic Prices (Seasonally Adjusted),20002,2000Q2,-,State,Euro Million,33986,2000,2
1390,NAQ03S01,GVA at Constant Basic Prices (Seasonally Adjusted),20003,2000Q3,-,State,Euro Million,34487,2000,3
1391,NAQ03S01,GVA at Constant Basic Prices (Seasonally Adjusted),20004,2000Q4,-,State,Euro Million,35337,2000,4
1392,NAQ03S01,GVA at Constant Basic Prices (Seasonally Adjusted),20011,2001Q1,-,State,Euro Million,35696,2001,1
1393,NAQ03S01,GVA at Constant Basic Prices (Seasonally Adjusted),20012,2001Q2,-,State,Euro Million,36427,2001,2
1394,NAQ03S01,GVA at Constant Basic Prices (Seasonally Adjusted),20013,2001Q3,-,State,Euro Million,36376,2001,3
1395,NAQ03S01,GVA at Constant Basic Prices (Seasonally Adjusted),20014,2001Q4,-,State,Euro Million,37118,2001,4
1396,NAQ03S01,GVA at Constant Basic Prices (Seasonally Adjusted),20021,2002Q1,-,State,Euro Million,37698,2002,1
1397,NAQ03S01,GVA at Constant Basic Prices (Seasonally Adjusted),20022,2002Q2,-,State,Euro Million,38188,2002,2
1398,NAQ03S01,GVA at Constant Basic Prices (Seasonally Adjusted),20023,2002Q3,-,State,Euro Million,38852,2002,3
1399,NAQ03S01,GVA at Constant Basic Prices (Seasonally Adjusted),20024,2002Q4,-,State,Euro Million,39592,2002,4
1400,NAQ03S01,GVA at Constant Basic Prices (Seasonally Adjusted),20031,2003Q1,-,State,Euro Million,39238,2003,1
1401,NAQ03S01,GVA at Constant Basic Prices (Seasonally Adjusted),20032,2003Q2,-,State,Euro Million,39627,2003,2
1402,NAQ03S01,GVA at Constant Basic Prices (Seasonally Adjusted),20033,2003Q3,-,State,Euro Million,39551,2003,3
1403,NAQ03S01,GVA at Constant Basic Prices (Seasonally Adjusted),20034,2003Q4,-,State,Euro Million,41975,2003,4
1404,NAQ03S01,GVA at Constant Basic Prices (Seasonally Adjusted),20041,2004Q1,-,State,Euro Million,41574,2004,1
1405,NAQ03S01,GVA at Constant Basic Prices (Seasonally Adjusted),20042,2004Q2,-,State,Euro Million,42708,2004,2
1406,NAQ03S01,GVA at Constant Basic Prices (Seasonally Adjusted),20043,2004Q3,-,State,Euro Million,42124,2004,3
1407,NAQ03S01,GVA at Constant Basic Prices (Seasonally Adjusted),20044,2004Q4,-,State,Euro Million,43494,2004,4
1408,NAQ03S01,GVA at Constant Basic Prices (Seasonally Adjusted),20051,2005Q1,-,State,Euro Million,43698,2005,1
1409,NAQ03S01,GVA at Constant Basic Prices (Seasonally Adjusted),20052,2005Q2,-,State,Euro Million,44717,2005,2
1410,NAQ03S01,GVA at Constant Basic Prices (Seasonally Adjusted),20053,2005Q3,-,State,Euro Million,43917,2005,3
1411,NAQ03S01,GVA at Constant Basic Prices (Seasonally Adjusted),20054,2005Q4,-,State,Euro Million,46179,2005,4
1412,NAQ03S01,GVA at Constant Basic Prices (Seasonally Adjusted),20061,2006Q1,-,State,Euro Million,45951,2006,1
1413,NAQ03S01,GVA at Constant Basic Prices (Seasonally Adjusted),20062,2006Q2,-,State,Euro Million,46364,2006,2
1414,NAQ03S01,GVA at Constant Basic Prices (Seasonally Adjusted),20063,2006Q3,-,State,Euro Million,46845,2006,3
1415,NAQ03S01,GVA at Constant Basic Prices (Seasonally Adjusted),20064,2006Q4,-,State,Euro Million,47247,2006,4
1416,NAQ03S01,GVA at Constant Basic Prices (Seasonally Adjusted),20071,2007Q1,-,State,Euro Million,49614,2007,1
1417,NAQ03S01,GVA at Constant Basic Prices (Seasonally Adjusted),20072,2007Q2,-,State,Euro Million,49161,2007,2
1418,NAQ03S01,GVA at Constant Basic Prices (Seasonally Adjusted),20073,2007Q3,-,State,Euro Million,48603,2007,3
1419,NAQ03S01,GVA at Constant Basic Prices (Seasonally Adjusted),20074,2007Q4,-,State,Euro Million,50629,2007,4
1420,NAQ03S01,GVA at Constant Basic Prices (Seasonally Adjusted),20081,2008Q1,-,State,Euro Million,49188,2008,1
1421,NAQ03S01,GVA at Constant Basic Prices (Seasonally Adjusted),20082,2008Q2,-,State,Euro Million,48544,2008,2
1422,NAQ03S01,GVA at Constant Basic Prices (Seasonally Adjusted),20083,2008Q3,-,State,Euro Million,48677,2008,3
1423,NAQ03S01,GVA at Constant Basic Prices (Seasonally Adjusted),20084,2008Q4,-,State,Euro Million,46639,2008,4
1424,NAQ03S01,GVA at Constant Basic Prices (Seasonally Adjusted),20091,2009Q1,-,State,Euro Million,46787,2009,1
1425,NAQ03S01,GVA at Constant Basic Prices (Seasonally Adjusted),20092,2009Q2,-,State,Euro Million,46519,2009,2
1426,NAQ03S01,GVA at Constant Basic Prices (Seasonally Adjusted),20093,2009Q3,-,State,Euro Million,46326,2009,3
1427,NAQ03S01,GVA at Constant Basic Prices (Seasonally Adjusted),20094,2009Q4,-,State,Euro Million,45259,2009,4
1428,NAQ03S01,GVA at Constant Basic Prices (Seasonally Adjusted),20101,2010Q1,-,State,Euro Million,46596,2010,1
1429,NAQ03S01,GVA at Constant Basic Prices (Seasonally Adjusted),20102,2010Q2,-,State,Euro Million,46472,2010,2
1430,NAQ03S01,GVA at Constant Basic Prices (Seasonally Adjusted),20103,2010Q3,-,State,Euro Million,46824,2010,3
1431,NAQ03S01,GVA at Constant Basic Prices (Seasonally Adjusted),20104,2010Q4,-,State,Euro Million,46874,2010,4
1432,NAQ03S01,GVA at Constant Basic Prices (Seasonally Adjusted),20111,2011Q1,-,State,Euro Million,47139,2011,1
1433,NAQ03S01,GVA at Constant Basic Prices (Seasonally Adjusted),20112,2011Q2,-,State,Euro Million,48110,2011,2
1434,NAQ03S01,GVA at Constant Basic Prices (Seasonally Adjusted),20113,2011Q3,-,State,Euro Million,47393,2011,3
1435,NAQ03S01,GVA at Constant Basic Prices (Seasonally Adjusted),20114,2011Q4,-,State,Euro Million,47307,2011,4
1436,NAQ03S01,GVA at Constant Basic Prices (Seasonally Adjusted),20121,2012Q1,-,State,Euro Million,46791,2012,1
1437,NAQ03S01,GVA at Constant Basic Prices (Seasonally Adjusted),20122,2012Q2,-,State,Euro Million,48294,2012,2
1438,NAQ03S01,GVA at Constant Basic Prices (Seasonally Adjusted),20123,2012Q3,-,State,Euro Million,47201,2012,3
1439,NAQ03S01,GVA at Constant Basic Prices (Seasonally Adjusted),20124,2012Q4,-,State,Euro Million,47391,2012,4
1440,NAQ03S01,GVA at Constant Basic Prices (Seasonally Adjusted),20131,2013Q1,-,State,Euro Million,46638,2013,1
1441,NAQ03S01,GVA at Constant Basic Prices (Seasonally Adjusted),20132,2013Q2,-,State,Euro Million,48008,2013,2
1442,NAQ03S01,GVA at Constant Basic Prices (Seasonally Adjusted),20133,2013Q3,-,State,Euro Million,49364,2013,3
1443,NAQ03S01,GVA at Constant Basic Prices (Seasonally Adjusted),20134,2013Q4,-,State,Euro Million,48703,2013,4
1444,NAQ03S01,GVA at Constant Basic Prices (Seasonally Adjusted),20141,2014Q1,-,State,Euro Million,50848,2014,1
1445,NAQ03S01,GVA at Constant Basic Prices (Seasonally Adjusted),20142,2014Q2,-,State,Euro Million,52184,2014,2
1446,NAQ03S01,GVA at Constant Basic Prices (Seasonally Adjusted),20143,2014Q3,-,State,Euro Million,52903,2014,3
1447,NAQ03S01,GVA at Constant Basic Prices (Seasonally Adjusted),20144,2014Q4,-,State,Euro Million,52434,2014,4
1448,NAQ03S01,GVA at Constant Basic Prices (Seasonally Adjusted),20151,2015Q1,-,State,Euro Million,64926,2015,1
1449,NAQ03S01,GVA at Constant Basic Prices (Seasonally Adjusted),20152,2015Q2,-,State,Euro Million,62691,2015,2
1450,NAQ03S01,GVA at Constant Basic Prices (Seasonally Adjusted),20153,2015Q3,-,State,Euro Million,64456,2015,3
1451,NAQ03S01,GVA at Constant Basic Prices (Seasonally Adjusted),20154,2015Q4,-,State,Euro Million,65229,2015,4
1452,NAQ03S01,GVA at Constant Basic Prices (Seasonally Adjusted),20161,2016Q1,-,State,Euro Million,63175,2016,1
1453,NAQ03S01,GVA at Constant Basic Prices (Seasonally Adjusted),20162,2016Q2,-,State,Euro Million,63686,2016,2
1454,NAQ03S01,GVA at Constant Basic Prices (Seasonally Adjusted),20163,2016Q3,-,State,Euro Million,64064,2016,3
1455,NAQ03S01,GVA at Constant Basic Prices (Seasonally Adjusted),20164,2016Q4,-,State,Euro Million,71538,2016,4
1456,NAQ03S01,GVA at Constant Basic Prices (Seasonally Adjusted),20171,2017Q1,-,State,Euro Million,69292,2017,1
1457,NAQ03S01,GVA at Constant Basic Prices (Seasonally Adjusted),20172,2017Q2,-,State,Euro Million,70150,2017,2
1458,NAQ03S01,GVA at Constant Basic Prices (Seasonally Adjusted),20173,2017Q3,-,State,Euro Million,73710,2017,3
1459,NAQ03S01,GVA at Constant Basic Prices (Seasonally Adjusted),20174,2017Q4,-,State,Euro Million,76819,2017,4
1460,NAQ03S01,GVA at Constant Basic Prices (Seasonally Adjusted),20181,2018Q1,-,State,Euro Million,77633,2018,1
1461,NAQ03S01,GVA at Constant Basic Prices (Seasonally Adjusted),20182,2018Q2,-,State,Euro Million,79005,2018,2
1462,NAQ03S01,GVA at Constant Basic Prices (Seasonally Adjusted),20183,2018Q3,-,State,Euro Million,79073,2018,3
1463,NAQ03S01,GVA at Constant Basic Prices (Seasonally Adjusted),20184,2018Q4,-,State,Euro Million,80489,2018,4
1464,NAQ03S01,GVA at Constant Basic Prices (Seasonally Adjusted),20191,2019Q1,-,State,Euro Million,81468,2019,1
1465,NAQ03S01,GVA at Constant Basic Prices (Seasonally Adjusted),20192,2019Q2,-,State,Euro Million,82722,2019,2
1466,NAQ03S01,GVA at Constant Basic Prices (Seasonally Adjusted),20193,2019Q3,-,State,Euro Million,83891,2019,3
1467,NAQ03S01,GVA at Constant Basic Prices (Seasonally Adjusted),20194,2019Q4,-,State,Euro Million,85270,2019,4
1468,NAQ03S01,GVA at Constant Basic Prices (Seasonally Adjusted),20201,2020Q1,-,State,Euro Million,90149,2020,1
1469,NAQ03S01,GVA at Constant Basic Prices (Seasonally Adjusted),20202,2020Q2,-,State,Euro Million,84092,2020,2
1470,NAQ03S01,GVA at Constant Basic Prices (Seasonally Adjusted),20203,2020Q3,-,State,Euro Million,94111,2020,3
1471,NAQ03S01,GVA at Constant Basic Prices (Seasonally Adjusted),20204,2020Q4,-,State,Euro Million,89243,2020,4
1472,NAQ03S01,GVA at Constant Basic Prices (Seasonally Adjusted),20211,2021Q1,-,State,Euro Million,100312,2021,1
1473,NAQ03S01,GVA at Constant Basic Prices (Seasonally Adjusted),20212,2021Q2,-,State,Euro Million,101921,2021,2
1474,NAQ03S01,GVA at Constant Basic Prices (Seasonally Adjusted),20213,2021Q3,-,State,Euro Million,104793,2021,3
1475,NAQ03S01,GVA at Constant Basic Prices (Seasonally Adjusted),20214,2021Q4,-,State,Euro Million,101753,2021,4
1476,NAQ03S01,GVA at Constant Basic Prices (Seasonally Adjusted),20221,2022Q1,-,State,Euro Million,109379,2022,1
1477,NAQ03S01,GVA at Constant Basic Prices (Seasonally Adjusted),20222,2022Q2,-,State,Euro Million,112056,2022,2
1478,NAQ03S01,GVA at Constant Basic Prices (Seasonally Adjusted),20223,2022Q3,-,State,Euro Million,114599,2022,3
1479,NAQ03S01,GVA at Constant Basic Prices (Seasonally Adjusted),20224,2022Q4,-,State,Euro Million,114199,2022,4
1480,NAQ03S01,GVA at Constant Basic Prices (Seasonally Adjusted),20231,2023Q1,-,State,Euro Million,110763,2023,1
1481,NAQ03S01,GVA at Constant Basic Prices (Seasonally Adjusted),20232,2023Q2,-,State,Euro Million,111306,2023,2
1482,NAQ03S02,Taxes on Products (Seasonally Adjusted),19951,1995Q1,-,State,Euro Million,2545,1995,1
1483,NAQ03S02,Taxes on Products (Seasonally Adjusted),19952,1995Q2,-,State,Euro Million,2632,1995,2
1484,NAQ03S02,Taxes on Products (Seasonally Adjusted),19953,1995Q3,-,State,Euro Million,2718,1995,3
1485,NAQ03S02,Taxes on Products (Seasonally Adjusted),19954,1995Q4,-,State,Euro Million,2789,1995,4
1486,NAQ03S02,Taxes on Products (Seasonally Adjusted),19961,1996Q1,-,State,Euro Million,2825,1996,1
1487,NAQ03S02,Taxes on Products (Seasonally Adjusted),19962,1996Q2,-,State,Euro Million,2912,1996,2
1488,NAQ03S02,Taxes on Products (Seasonally Adjusted),19963,1996Q3,-,State,Euro Million,3006,1996,3
1489,NAQ03S02,Taxes on Products (Seasonally Adjusted),19964,1996Q4,-,State,Euro Million,3085,1996,4
1490,NAQ03S02,Taxes on Products (Seasonally Adjusted),19971,1997Q1,-,State,Euro Million,3196,1997,1
1491,NAQ03S02,Taxes on Products (Seasonally Adjusted),19972,1997Q2,-,State,Euro Million,3336,1997,2
1492,NAQ03S02,Taxes on Products (Seasonally Adjusted),19973,1997Q3,-,State,Euro Million,3427,1997,3
1493,NAQ03S02,Taxes on Products (Seasonally Adjusted),19974,1997Q4,-,State,Euro Million,3487,1997,4
1494,NAQ03S02,Taxes on Products (Seasonally Adjusted),19981,1998Q1,-,State,Euro Million,3513,1998,1
1495,NAQ03S02,Taxes on Products (Seasonally Adjusted),19982,1998Q2,-,State,Euro Million,3775,1998,2
1496,NAQ03S02,Taxes on Products (Seasonally Adjusted),19983,1998Q3,-,State,Euro Million,3775,1998,3
1497,NAQ03S02,Taxes on Products (Seasonally Adjusted),19984,1998Q4,-,State,Euro Million,3921,1998,4
1498,NAQ03S02,Taxes on Products (Seasonally Adjusted),19991,1999Q1,-,State,Euro Million,3848,1999,1
1499,NAQ03S02,Taxes on Products (Seasonally Adjusted),19992,1999Q2,-,State,Euro Million,4413,1999,2
1500,NAQ03S02,Taxes on Products (Seasonally Adjusted),19993,1999Q3,-,State,Euro Million,4193,1999,3
1501,NAQ03S02,Taxes on Products (Seasonally Adjusted),19994,1999Q4,-,State,Euro Million,4442,1999,4
1502,NAQ03S02,Taxes on Products (Seasonally Adjusted),20001,2000Q1,-,State,Euro Million,4722,2000,1
1503,NAQ03S02,Taxes on Products (Seasonally Adjusted),20002,2000Q2,-,State,Euro Million,4632,2000,2
1504,NAQ03S02,Taxes on Products (Seasonally Adjusted),20003,2000Q3,-,State,Euro Million,4853,2000,3
1505,NAQ03S02,Taxes on Products (Seasonally Adjusted),20004,2000Q4,-,State,Euro Million,4351,2000,4
1506,NAQ03S02,Taxes on Products (Seasonally Adjusted),20011,2001Q1,-,State,Euro Million,4526,2001,1
1507,NAQ03S02,Taxes on Products (Seasonally Adjusted),20012,2001Q2,-,State,Euro Million,4438,2001,2
1508,NAQ03S02,Taxes on Products (Seasonally Adjusted),20013,2001Q3,-,State,Euro Million,4536,2001,3
1509,NAQ03S02,Taxes on Products (Seasonally Adjusted),20014,2001Q4,-,State,Euro Million,4535,2001,4
1510,NAQ03S02,Taxes on Products (Seasonally Adjusted),20021,2002Q1,-,State,Euro Million,4584,2002,1
1511,NAQ03S02,Taxes on Products (Seasonally Adjusted),20022,2002Q2,-,State,Euro Million,4713,2002,2
1512,NAQ03S02,Taxes on Products (Seasonally Adjusted),20023,2002Q3,-,State,Euro Million,4827,2002,3
1513,NAQ03S02,Taxes on Products (Seasonally Adjusted),20024,2002Q4,-,State,Euro Million,4874,2002,4
1514,NAQ03S02,Taxes on Products (Seasonally Adjusted),20031,2003Q1,-,State,Euro Million,4814,2003,1
1515,NAQ03S02,Taxes on Products (Seasonally Adjusted),20032,2003Q2,-,State,Euro Million,4826,2003,2
1516,NAQ03S02,Taxes on Products (Seasonally Adjusted),20033,2003Q3,-,State,Euro Million,5105,2003,3
1517,NAQ03S02,Taxes on Products (Seasonally Adjusted),20034,2003Q4,-,State,Euro Million,5263,2003,4
1518,NAQ03S02,Taxes on Products (Seasonally Adjusted),20041,2004Q1,-,State,Euro Million,5342,2004,1
1519,NAQ03S02,Taxes on Products (Seasonally Adjusted),20042,2004Q2,-,State,Euro Million,5498,2004,2
1520,NAQ03S02,Taxes on Products (Seasonally Adjusted),20043,2004Q3,-,State,Euro Million,5474,2004,3
1521,NAQ03S02,Taxes on Products (Seasonally Adjusted),20044,2004Q4,-,State,Euro Million,5648,2004,4
1522,NAQ03S02,Taxes on Products (Seasonally Adjusted),20051,2005Q1,-,State,Euro Million,5815,2005,1
1523,NAQ03S02,Taxes on Products (Seasonally Adjusted),20052,2005Q2,-,State,Euro Million,6080,2005,2
1524,NAQ03S02,Taxes on Products (Seasonally Adjusted),20053,2005Q3,-,State,Euro Million,6170,2005,3
1525,NAQ03S02,Taxes on Products (Seasonally Adjusted),20054,2005Q4,-,State,Euro Million,6009,2005,4
1526,NAQ03S02,Taxes on Products (Seasonally Adjusted),20061,2006Q1,-,State,Euro Million,6551,2006,1
1527,NAQ03S02,Taxes on Products (Seasonally Adjusted),20062,2006Q2,-,State,Euro Million,6527,2006,2
1528,NAQ03S02,Taxes on Products (Seasonally Adjusted),20063,2006Q3,-,State,Euro Million,6600,2006,3
1529,NAQ03S02,Taxes on Products (Seasonally Adjusted),20064,2006Q4,-,State,Euro Million,6556,2006,4
1530,NAQ03S02,Taxes on Products (Seasonally Adjusted),20071,2007Q1,-,State,Euro Million,6884,2007,1
1531,NAQ03S02,Taxes on Products (Seasonally Adjusted),20072,2007Q2,-,State,Euro Million,6779,2007,2
1532,NAQ03S02,Taxes on Products (Seasonally Adjusted),20073,2007Q3,-,State,Euro Million,6070,2007,3
1533,NAQ03S02,Taxes on Products (Seasonally Adjusted),20074,2007Q4,-,State,Euro Million,5993,2007,4
1534,NAQ03S02,Taxes on Products (Seasonally Adjusted),20081,2008Q1,-,State,Euro Million,5954,2008,1
1535,NAQ03S02,Taxes on Products (Seasonally Adjusted),20082,2008Q2,-,State,Euro Million,5442,2008,2
1536,NAQ03S02,Taxes on Products (Seasonally Adjusted),20083,2008Q3,-,State,Euro Million,5170,2008,3
1537,NAQ03S02,Taxes on Products (Seasonally Adjusted),20084,2008Q4,-,State,Euro Million,4555,2008,4
1538,NAQ03S02,Taxes on Products (Seasonally Adjusted),20091,2009Q1,-,State,Euro Million,4364,2009,1
1539,NAQ03S02,Taxes on Products (Seasonally Adjusted),20092,2009Q2,-,State,Euro Million,4490,2009,2
1540,NAQ03S02,Taxes on Products (Seasonally Adjusted),20093,2009Q3,-,State,Euro Million,4517,2009,3
1541,NAQ03S02,Taxes on Products (Seasonally Adjusted),20094,2009Q4,-,State,Euro Million,4388,2009,4
1542,NAQ03S02,Taxes on Products (Seasonally Adjusted),20101,2010Q1,-,State,Euro Million,4384,2010,1
1543,NAQ03S02,Taxes on Products (Seasonally Adjusted),20102,2010Q2,-,State,Euro Million,4433,2010,2
1544,NAQ03S02,Taxes on Products (Seasonally Adjusted),20103,2010Q3,-,State,Euro Million,4528,2010,3
1545,NAQ03S02,Taxes on Products (Seasonally Adjusted),20104,2010Q4,-,State,Euro Million,4382,2010,4
1546,NAQ03S02,Taxes on Products (Seasonally Adjusted),20111,2011Q1,-,State,Euro Million,4334,2011,1
1547,NAQ03S02,Taxes on Products (Seasonally Adjusted),20112,2011Q2,-,State,Euro Million,4174,2011,2
1548,NAQ03S02,Taxes on Products (Seasonally Adjusted),20113,2011Q3,-,State,Euro Million,4106,2011,3
1549,NAQ03S02,Taxes on Products (Seasonally Adjusted),20114,2011Q4,-,State,Euro Million,4317,2011,4
1550,NAQ03S02,Taxes on Products (Seasonally Adjusted),20121,2012Q1,-,State,Euro Million,4247,2012,1
1551,NAQ03S02,Taxes on Products (Seasonally Adjusted),20122,2012Q2,-,State,Euro Million,4218,2012,2
1552,NAQ03S02,Taxes on Products (Seasonally Adjusted),20123,2012Q3,-,State,Euro Million,4331,2012,3
1553,NAQ03S02,Taxes on Products (Seasonally Adjusted),20124,2012Q4,-,State,Euro Million,4226,2012,4
1554,NAQ03S02,Taxes on Products (Seasonally Adjusted),20131,2013Q1,-,State,Euro Million,4415,2013,1
1555,NAQ03S02,Taxes on Products (Seasonally Adjusted),20132,2013Q2,-,State,Euro Million,4291,2013,2
1556,NAQ03S02,Taxes on Products (Seasonally Adjusted),20133,2013Q3,-,State,Euro Million,4477,2013,3
1557,NAQ03S02,Taxes on Products (Seasonally Adjusted),20134,2013Q4,-,State,Euro Million,4411,2013,4
1558,NAQ03S02,Taxes on Products (Seasonally Adjusted),20141,2014Q1,-,State,Euro Million,4590,2014,1
1559,NAQ03S02,Taxes on Products (Seasonally Adjusted),20142,2014Q2,-,State,Euro Million,4869,2014,2
1560,NAQ03S02,Taxes on Products (Seasonally Adjusted),20143,2014Q3,-,State,Euro Million,4614,2014,3
1561,NAQ03S02,Taxes on Products (Seasonally Adjusted),20144,2014Q4,-,State,Euro Million,5192,2014,4
1562,NAQ03S02,Taxes on Products (Seasonally Adjusted),20151,2015Q1,-,State,Euro Million,4950,2015,1
1563,NAQ03S02,Taxes on Products (Seasonally Adjusted),20152,2015Q2,-,State,Euro Million,5169,2015,2
1564,NAQ03S02,Taxes on Products (Seasonally Adjusted),20153,2015Q3,-,State,Euro Million,5150,2015,3
1565,NAQ03S02,Taxes on Products (Seasonally Adjusted),20154,2015Q4,-,State,Euro Million,5162,2015,4
1566,NAQ03S02,Taxes on Products (Seasonally Adjusted),20161,2016Q1,-,State,Euro Million,5458,2016,1
1567,NAQ03S02,Taxes on Products (Seasonally Adjusted),20162,2016Q2,-,State,Euro Million,5594,2016,2
1568,NAQ03S02,Taxes on Products (Seasonally Adjusted),20163,2016Q3,-,State,Euro Million,5305,2016,3
1569,NAQ03S02,Taxes on Products (Seasonally Adjusted),20164,2016Q4,-,State,Euro Million,5371,2016,4
1570,NAQ03S02,Taxes on Products (Seasonally Adjusted),20171,2017Q1,-,State,Euro Million,5653,2017,1
1571,NAQ03S02,Taxes on Products (Seasonally Adjusted),20172,2017Q2,-,State,Euro Million,5350,2017,2
1572,NAQ03S02,Taxes on Products (Seasonally Adjusted),20173,2017Q3,-,State,Euro Million,5614,2017,3
1573,NAQ03S02,Taxes on Products (Seasonally Adjusted),20174,2017Q4,-,State,Euro Million,5822,2017,4
1574,NAQ03S02,Taxes on Products (Seasonally Adjusted),20181,2018Q1,-,State,Euro Million,5604,2018,1
1575,NAQ03S02,Taxes on Products (Seasonally Adjusted),20182,2018Q2,-,State,Euro Million,5719,2018,2
1576,NAQ03S02,Taxes on Products (Seasonally Adjusted),20183,2018Q3,-,State,Euro Million,5952,2018,3
1577,NAQ03S02,Taxes on Products (Seasonally Adjusted),20184,2018Q4,-,State,Euro Million,5819,2018,4
1578,NAQ03S02,Taxes on Products (Seasonally Adjusted),20191,2019Q1,-,State,Euro Million,6028,2019,1
1579,NAQ03S02,Taxes on Products (Seasonally Adjusted),20192,2019Q2,-,State,Euro Million,6336,2019,2
1580,NAQ03S02,Taxes on Products (Seasonally Adjusted),20193,2019Q3,-,State,Euro Million,6187,2019,3
1581,NAQ03S02,Taxes on Products (Seasonally Adjusted),20194,2019Q4,-,State,Euro Million,6231,2019,4
1582,NAQ03S02,Taxes on Products (Seasonally Adjusted),20201,2020Q1,-,State,Euro Million,4531,2020,1
1583,NAQ03S02,Taxes on Products (Seasonally Adjusted),20202,2020Q2,-,State,Euro Million,5314,2020,2
1584,NAQ03S02,Taxes on Products (Seasonally Adjusted),20203,2020Q3,-,State,Euro Million,5880,2020,3
1585,NAQ03S02,Taxes on Products (Seasonally Adjusted),20204,2020Q4,-,State,Euro Million,5937,2020,4
1586,NAQ03S02,Taxes on Products (Seasonally Adjusted),20211,2021Q1,-,State,Euro Million,5847,2021,1
1587,NAQ03S02,Taxes on Products (Seasonally Adjusted),20212,2021Q2,-,State,Euro Million,6862,2021,2
1588,NAQ03S02,Taxes on Products (Seasonally Adjusted),20213,2021Q3,-,State,Euro Million,6770,2021,3
1589,NAQ03S02,Taxes on Products (Seasonally Adjusted),20214,2021Q4,-,State,Euro Million,6996,2021,4
1590,NAQ03S02,Taxes on Products (Seasonally Adjusted),20221,2022Q1,-,State,Euro Million,6762,2022,1
1591,NAQ03S02,Taxes on Products (Seasonally Adjusted),20222,2022Q2,-,State,Euro Million,6588,2022,2
1592,NAQ03S02,Taxes on Products (Seasonally Adjusted),20223,2022Q3,-,State,Euro Million,6846,2022,3
1593,NAQ03S02,Taxes on Products (Seasonally Adjusted),20224,2022Q4,-,State,Euro Million,6198,2022,4
1594,NAQ03S02,Taxes on Products (Seasonally Adjusted),20231,2023Q1,-,State,Euro Million,6457,2023,1
1595,NAQ03S02,Taxes on Products (Seasonally Adjusted),20232,2023Q2,-,State,Euro Million,6477,2023,2
1596,NAQ03S03,Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted),19951,1995Q1,-,State,Euro Million,-483,1995,1
1597,NAQ03S03,Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted),19952,1995Q2,-,State,Euro Million,-460,1995,2
1598,NAQ03S03,Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted),19953,1995Q3,-,State,Euro Million,-740,1995,3
1599,NAQ03S03,Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted),19954,1995Q4,-,State,Euro Million,-524,1995,4
1600,NAQ03S03,Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted),19961,1996Q1,-,State,Euro Million,-562,1996,1
1601,NAQ03S03,Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted),19962,1996Q2,-,State,Euro Million,-520,1996,2
