"STATISTIC","Statistic Label","TLIST(W1)","Week","C03935V04687","Mode of Transport","UNIT","VALUE"
"THA25C01","Passenger Journeys","2021W35","2021 Week 35","30","Rail","Number","445064"
"THA25C01","Passenger Journeys","2021W35","2021 Week 35","40","All public transport, excluding LUAS","Number","2801552"
"THA25C01","Passenger Journeys","2021W36","2021 Week 36","10","Dublin Metro Bus","Number","1919743"
"THA25C01","Passenger Journeys","2021W36","2021 Week 36","20","Bus, excluding Dublin Metro","Number","527134"
"THA25C01","Passenger Journeys","2021W36","2021 Week 36","30","Rail","Number","454290"
"THA25C01","Passenger Journeys","2021W36","2021 Week 36","40","All public transport, excluding LUAS","Number","2901167"
"THA25C01","Passenger Journeys","2021W37","2021 Week 37","10","Dublin Metro Bus","Number","1996559"
"THA25C01","Passenger Journeys","2021W37","2021 Week 37","20","Bus, excluding Dublin Metro","Number","544763"
"THA25C01","Passenger Journeys","2021W37","2021 Week 37","30","Rail","Number","430036"
"THA25C01","Passenger Journeys","2021W37","2021 Week 37","40","All public transport, excluding LUAS","Number","2971358"
"THA25C01","Passenger Journeys","2021W38","2021 Week 38","10","Dublin Metro Bus","Number","2133682"
"THA25C01","Passenger Journeys","2021W38","2021 Week 38","20","Bus, excluding Dublin Metro","Number","578850"
"THA25C01","Passenger Journeys","2021W38","2021 Week 38","30","Rail","Number","481469"
"THA25C01","Passenger Journeys","2021W38","2021 Week 38","40","All public transport, excluding LUAS","Number","3194001"
"THA25C01","Passenger Journeys","2021W39","2021 Week 39","10","Dublin Metro Bus","Number","2200701"
"THA25C01","Passenger Journeys","2021W39","2021 Week 39","20","Bus, excluding Dublin Metro","Number","604775"
"THA25C01","Passenger Journeys","2021W39","2021 Week 39","30","Rail","Number","516121"
"THA25C01","Passenger Journeys","2021W39","2021 Week 39","40","All public transport, excluding LUAS","Number","3321597"
"THA25C01","Passenger Journeys","2021W40","2021 Week 40","10","Dublin Metro Bus","Number","2247599"
"THA25C01","Passenger Journeys","2021W40","2021 Week 40","20","Bus, excluding Dublin Metro","Number","601080"
"THA25C01","Passenger Journeys","2021W40","2021 Week 40","30","Rail","Number","523639"
"THA25C01","Passenger Journeys","2021W40","2021 Week 40","40","All public transport, excluding LUAS","Number","3372318"
"THA25C01","Passenger Journeys","2021W41","2021 Week 41","10","Dublin Metro Bus","Number","2247417"
"THA25C01","Passenger Journeys","2021W41","2021 Week 41","20","Bus, excluding Dublin Metro","Number","613892"
"THA25C01","Passenger Journeys","2021W41","2021 Week 41","30","Rail","Number","524870"
"THA25C01","Passenger Journeys","2021W41","2021 Week 41","40","All public transport, excluding LUAS","Number","3386179"
"THA25C01","Passenger Journeys","2021W42","2021 Week 42","10","Dublin Metro Bus","Number","2260213"
"THA25C01","Passenger Journeys","2021W42","2021 Week 42","20","Bus, excluding Dublin Metro","Number","609960"
"THA25C01","Passenger Journeys","2021W42","2021 Week 42","30","Rail","Number","462006"
"THA25C01","Passenger Journeys","2021W42","2021 Week 42","40","All public transport, excluding LUAS","Number","3332179"
"THA25C01","Passenger Journeys","2021W43","2021 Week 43","10","Dublin Metro Bus","Number","1815542"
"THA25C01","Passenger Journeys","2021W43","2021 Week 43","20","Bus, excluding Dublin Metro","Number","501525"
"THA25C01","Passenger Journeys","2021W43","2021 Week 43","30","Rail","Number","440154"
"THA25C01","Passenger Journeys","2021W43","2021 Week 43","40","All public transport, excluding LUAS","Number","2757221"
"THA25C01","Passenger Journeys","2021W44","2021 Week 44","10","Dublin Metro Bus","Number","2239515"
"THA25C01","Passenger Journeys","2021W44","2021 Week 44","20","Bus, excluding Dublin Metro","Number","588321"
"THA25C01","Passenger Journeys","2021W44","2021 Week 44","30","Rail","Number","569327"
"THA25C01","Passenger Journeys","2021W44","2021 Week 44","40","All public transport, excluding LUAS","Number","3397163"
"THA25C01","Passenger Journeys","2021W45","2021 Week 45","10","Dublin Metro Bus","Number","2258734"
"THA25C01","Passenger Journeys","2021W45","2021 Week 45","20","Bus, excluding Dublin Metro","Number","592538"
"THA25C01","Passenger Journeys","2021W45","2021 Week 45","30","Rail","Number","570080"
"THA25C01","Passenger Journeys","2021W45","2021 Week 45","40","All public transport, excluding LUAS","Number","3421352"
"THA25C01","Passenger Journeys","2021W46","2021 Week 46","10","Dublin Metro Bus","Number","2218390"
"THA25C01","Passenger Journeys","2021W46","2021 Week 46","20","Bus, excluding Dublin Metro","Number","598813"
"THA25C01","Passenger Journeys","2021W46","2021 Week 46","30","Rail","Number","509671"
"THA25C01","Passenger Journeys","2021W46","2021 Week 46","40","All public transport, excluding LUAS","Number","3326874"
"THA25C01","Passenger Journeys","2021W47","2021 Week 47","10","Dublin Metro Bus","Number","2159300"
"THA25C01","Passenger Journeys","2021W47","2021 Week 47","20","Bus, excluding Dublin Metro","Number","573025"
"THA25C01","Passenger Journeys","2021W47","2021 Week 47","30","Rail","Number","465963"
"THA25C01","Passenger Journeys","2021W47","2021 Week 47","40","All public transport, excluding LUAS","Number","3198288"
"THA25C01","Passenger Journeys","2021W48","2021 Week 48","10","Dublin Metro Bus","Number","2126792"
"THA25C01","Passenger Journeys","2021W48","2021 Week 48","20","Bus, excluding Dublin Metro","Number","545762"
"THA25C01","Passenger Journeys","2021W48","2021 Week 48","30","Rail","Number","465590"
"THA25C01","Passenger Journeys","2021W48","2021 Week 48","40","All public transport, excluding LUAS","Number","3138144"
"THA25C01","Passenger Journeys","2021W49","2021 Week 49","10","Dublin Metro Bus","Number","1910575"
"THA25C01","Passenger Journeys","2021W49","2021 Week 49","20","Bus, excluding Dublin Metro","Number","478897"
"THA25C01","Passenger Journeys","2021W49","2021 Week 49","30","Rail","Number","417041"
"THA25C01","Passenger Journeys","2021W49","2021 Week 49","40","All public transport, excluding LUAS","Number","2806513"
"THA25C01","Passenger Journeys","2021W50","2021 Week 50","10","Dublin Metro Bus","Number","2173422"
"THA25C01","Passenger Journeys","2021W50","2021 Week 50","20","Bus, excluding Dublin Metro","Number","586228"
"THA25C01","Passenger Journeys","2021W50","2021 Week 50","30","Rail","Number","477149"
"THA25C01","Passenger Journeys","2021W50","2021 Week 50","40","All public transport, excluding LUAS","Number","3236799"
"THA25C01","Passenger Journeys","2021W51","2021 Week 51","10","Dublin Metro Bus","Number","1496396"
"THA25C01","Passenger Journeys","2021W51","2021 Week 51","20","Bus, excluding Dublin Metro","Number","396284"
"THA25C01","Passenger Journeys","2021W51","2021 Week 51","30","Rail","Number","278965"
"THA25C01","Passenger Journeys","2021W51","2021 Week 51","40","All public transport, excluding LUAS","Number","2171645"
"THA25C01","Passenger Journeys","2021W52","2021 Week 52","10","Dublin Metro Bus","Number","1099282"
"THA25C01","Passenger Journeys","2021W52","2021 Week 52","20","Bus, excluding Dublin Metro","Number","289588"
"THA25C01","Passenger Journeys","2021W52","2021 Week 52","30","Rail","Number","243709"
"THA25C01","Passenger Journeys","2021W52","2021 Week 52","40","All public transport, excluding LUAS","Number","1632579"
"THA25C01","Passenger Journeys","2021W53","2021 Week 53","10","Dublin Metro Bus","Number",""
"THA25C01","Passenger Journeys","2021W53","2021 Week 53","20","Bus, excluding Dublin Metro","Number",""
"THA25C01","Passenger Journeys","2021W53","2021 Week 53","30","Rail","Number",""
"THA25C01","Passenger Journeys","2021W53","2021 Week 53","40","All public transport, excluding LUAS","Number",""
"THA25C01","Passenger Journeys","2022W01","2022 Week 01","10","Dublin Metro Bus","Number","1406243"
"THA25C01","Passenger Journeys","2022W01","2022 Week 01","20","Bus, excluding Dublin Metro","Number","365503"
"THA25C01","Passenger Journeys","2022W01","2022 Week 01","30","Rail","Number","288051"
"THA25C01","Passenger Journeys","2022W01","2022 Week 01","40","All public transport, excluding LUAS","Number","2059797"
"THA25C01","Passenger Journeys","2022W02","2022 Week 02","10","Dublin Metro Bus","Number","1779235"
"THA25C01","Passenger Journeys","2022W02","2022 Week 02","20","Bus, excluding Dublin Metro","Number","475432"
"THA25C01","Passenger Journeys","2022W02","2022 Week 02","30","Rail","Number","357666"
"THA25C01","Passenger Journeys","2022W02","2022 Week 02","40","All public transport, excluding LUAS","Number","2612333"
"THA25C01","Passenger Journeys","2022W03","2022 Week 03","10","Dublin Metro Bus","Number","1966074"
"THA25C01","Passenger Journeys","2022W03","2022 Week 03","20","Bus, excluding Dublin Metro","Number","519750"
"THA25C01","Passenger Journeys","2022W03","2022 Week 03","30","Rail","Number","399947"
"THA25C01","Passenger Journeys","2022W03","2022 Week 03","40","All public transport, excluding LUAS","Number","2885771"
"THA25C01","Passenger Journeys","2022W04","2022 Week 04","10","Dublin Metro Bus","Number","2109953"
"THA25C01","Passenger Journeys","2022W04","2022 Week 04","20","Bus, excluding Dublin Metro","Number","550396"
"THA25C01","Passenger Journeys","2022W04","2022 Week 04","30","Rail","Number","453379"
"THA25C01","Passenger Journeys","2022W04","2022 Week 04","40","All public transport, excluding LUAS","Number","3113728"
"THA25C01","Passenger Journeys","2022W05","2022 Week 05","10","Dublin Metro Bus","Number","2180251"
"THA25C01","Passenger Journeys","2022W05","2022 Week 05","20","Bus, excluding Dublin Metro","Number","562335"
"THA25C01","Passenger Journeys","2022W05","2022 Week 05","30","Rail","Number","524640"
"THA25C01","Passenger Journeys","2022W05","2022 Week 05","40","All public transport, excluding LUAS","Number","3267226"
"THA25C01","Passenger Journeys","2022W06","2022 Week 06","10","Dublin Metro Bus","Number","2222594"
"THA25C01","Passenger Journeys","2022W06","2022 Week 06","20","Bus, excluding Dublin Metro","Number","582446"
"THA25C01","Passenger Journeys","2022W06","2022 Week 06","30","Rail","Number","477140"
"THA25C01","Passenger Journeys","2022W06","2022 Week 06","40","All public transport, excluding LUAS","Number","3282180"
"THA25C01","Passenger Journeys","2022W07","2022 Week 07","10","Dublin Metro Bus","Number","2145226"
"THA25C01","Passenger Journeys","2022W07","2022 Week 07","20","Bus, excluding Dublin Metro","Number","527018"
"THA25C01","Passenger Journeys","2022W07","2022 Week 07","30","Rail","Number","471325"
"THA25C01","Passenger Journeys","2022W07","2022 Week 07","40","All public transport, excluding LUAS","Number","3143569"
"THA25C01","Passenger Journeys","2022W08","2022 Week 08","10","Dublin Metro Bus","Number","2104859"
"THA25C01","Passenger Journeys","2022W08","2022 Week 08","20","Bus, excluding Dublin Metro","Number","543279"
"THA25C01","Passenger Journeys","2022W08","2022 Week 08","30","Rail","Number","533442"
"THA25C01","Passenger Journeys","2022W08","2022 Week 08","40","All public transport, excluding LUAS","Number","3181580"
"THA25C01","Passenger Journeys","2022W09","2022 Week 09","10","Dublin Metro Bus","Number","2393755"
"THA25C01","Passenger Journeys","2022W09","2022 Week 09","20","Bus, excluding Dublin Metro","Number","612819"
"THA25C01","Passenger Journeys","2022W09","2022 Week 09","30","Rail","Number","589825"
"THA25C01","Passenger Journeys","2022W09","2022 Week 09","40","All public transport, excluding LUAS","Number","3596399"
"THA25C01","Passenger Journeys","2022W10","2022 Week 10","10","Dublin Metro Bus","Number","2300757"
"THA25C01","Passenger Journeys","2022W10","2022 Week 10","20","Bus, excluding Dublin Metro","Number","572414"
"THA25C01","Passenger Journeys","2022W10","2022 Week 10","30","Rail","Number","507442"
"THA25C01","Passenger Journeys","2022W10","2022 Week 10","40","All public transport, excluding LUAS","Number","3380613"
"THA25C01","Passenger Journeys","2022W11","2022 Week 11","10","Dublin Metro Bus","Number","2121172"
"THA25C01","Passenger Journeys","2022W11","2022 Week 11","20","Bus, excluding Dublin Metro","Number","540807"
"THA25C01","Passenger Journeys","2022W11","2022 Week 11","30","Rail","Number","580364"
"THA25C01","Passenger Journeys","2022W11","2022 Week 11","40","All public transport, excluding LUAS","Number","3242343"
"THA25C01","Passenger Journeys","2022W12","2022 Week 12","10","Dublin Metro Bus","Number","2432024"
"THA25C01","Passenger Journeys","2022W12","2022 Week 12","20","Bus, excluding Dublin Metro","Number","608648"
"THA25C01","Passenger Journeys","2022W12","2022 Week 12","30","Rail","Number","598637"
"THA25C01","Passenger Journeys","2022W12","2022 Week 12","40","All public transport, excluding LUAS","Number","3639309"
"THA25C01","Passenger Journeys","2022W13","2022 Week 13","10","Dublin Metro Bus","Number","2371286"
"THA25C01","Passenger Journeys","2022W13","2022 Week 13","20","Bus, excluding Dublin Metro","Number","591604"
"THA25C01","Passenger Journeys","2022W13","2022 Week 13","30","Rail","Number","602411"
"THA25C01","Passenger Journeys","2022W13","2022 Week 13","40","All public transport, excluding LUAS","Number","3565301"
"THA25C01","Passenger Journeys","2022W14","2022 Week 14","10","Dublin Metro Bus","Number","2450481"
"THA25C01","Passenger Journeys","2022W14","2022 Week 14","20","Bus, excluding Dublin Metro","Number","616574"
"THA25C01","Passenger Journeys","2022W14","2022 Week 14","30","Rail","Number","581420"
"THA25C01","Passenger Journeys","2022W14","2022 Week 14","40","All public transport, excluding LUAS","Number","3648475"
"THA25C01","Passenger Journeys","2022W15","2022 Week 15","10","Dublin Metro Bus","Number","2266854"
"THA25C01","Passenger Journeys","2022W15","2022 Week 15","20","Bus, excluding Dublin Metro","Number","556672"
"THA25C01","Passenger Journeys","2022W15","2022 Week 15","30","Rail","Number","557169"
"THA25C01","Passenger Journeys","2022W15","2022 Week 15","40","All public transport, excluding LUAS","Number","3380695"
"THA25C01","Passenger Journeys","2022W16","2022 Week 16","10","Dublin Metro Bus","Number","2229079"
"THA25C01","Passenger Journeys","2022W16","2022 Week 16","20","Bus, excluding Dublin Metro","Number","570284"
"THA25C01","Passenger Journeys","2022W16","2022 Week 16","30","Rail","Number","590864"
"THA25C01","Passenger Journeys","2022W16","2022 Week 16","40","All public transport, excluding LUAS","Number","3390227"
"THA25C01","Passenger Journeys","2022W17","2022 Week 17","10","Dublin Metro Bus","Number","2471590"
"THA25C01","Passenger Journeys","2022W17","2022 Week 17","20","Bus, excluding Dublin Metro","Number","666915"
"THA25C01","Passenger Journeys","2022W17","2022 Week 17","30","Rail","Number","599078"
"THA25C01","Passenger Journeys","2022W17","2022 Week 17","40","All public transport, excluding LUAS","Number","3737583"
"THA25C01","Passenger Journeys","2022W18","2022 Week 18","10","Dublin Metro Bus","Number","2335362"
"THA25C01","Passenger Journeys","2022W18","2022 Week 18","20","Bus, excluding Dublin Metro","Number","645649"
"THA25C01","Passenger Journeys","2022W18","2022 Week 18","30","Rail","Number","633863"
"THA25C01","Passenger Journeys","2022W18","2022 Week 18","40","All public transport, excluding LUAS","Number","3614874"
"THA25C01","Passenger Journeys","2022W19","2022 Week 19","10","Dublin Metro Bus","Number","2267822"
"THA25C01","Passenger Journeys","2022W19","2022 Week 19","20","Bus, excluding Dublin Metro","Number","681036"
"THA25C01","Passenger Journeys","2022W19","2022 Week 19","30","Rail","Number","672546"
"THA25C01","Passenger Journeys","2022W19","2022 Week 19","40","All public transport, excluding LUAS","Number","3621404"
"THA25C01","Passenger Journeys","2022W20","2022 Week 20","10","Dublin Metro Bus","Number","2454491"
"THA25C01","Passenger Journeys","2022W20","2022 Week 20","20","Bus, excluding Dublin Metro","Number","668361"
"THA25C01","Passenger Journeys","2022W20","2022 Week 20","30","Rail","Number","650548"
"THA25C01","Passenger Journeys","2022W20","2022 Week 20","40","All public transport, excluding LUAS","Number","3773400"
"THA25C01","Passenger Journeys","2022W21","2022 Week 21","10","Dublin Metro Bus","Number","2449292"
"THA25C01","Passenger Journeys","2022W21","2022 Week 21","20","Bus, excluding Dublin Metro","Number","671051"
"THA25C01","Passenger Journeys","2022W21","2022 Week 21","30","Rail","Number","663418"
"THA25C01","Passenger Journeys","2022W21","2022 Week 21","40","All public transport, excluding LUAS","Number","3783761"
"THA25C01","Passenger Journeys","2022W22","2022 Week 22","10","Dublin Metro Bus","Number","2461534"
"THA25C01","Passenger Journeys","2022W22","2022 Week 22","20","Bus, excluding Dublin Metro","Number","675775"
"THA25C01","Passenger Journeys","2022W22","2022 Week 22","30","Rail","Number","700921"
"THA25C01","Passenger Journeys","2022W22","2022 Week 22","40","All public transport, excluding LUAS","Number","3838230"
"THA25C01","Passenger Journeys","2022W23","2022 Week 23","10","Dublin Metro Bus","Number","2417295"
"THA25C01","Passenger Journeys","2022W23","2022 Week 23","20","Bus, excluding Dublin Metro","Number","628508"
"THA25C01","Passenger Journeys","2022W23","2022 Week 23","30","Rail","Number","646250"
"THA25C01","Passenger Journeys","2022W23","2022 Week 23","40","All public transport, excluding LUAS","Number","3692053"
"THA25C01","Passenger Journeys","2022W24","2022 Week 24","10","Dublin Metro Bus","Number","2297192"
"THA25C01","Passenger Journeys","2022W24","2022 Week 24","20","Bus, excluding Dublin Metro","Number","689753"
"THA25C01","Passenger Journeys","2022W24","2022 Week 24","30","Rail","Number","718874"
"THA25C01","Passenger Journeys","2022W24","2022 Week 24","40","All public transport, excluding LUAS","Number","3705819"
"THA25C01","Passenger Journeys","2022W25","2022 Week 25","10","Dublin Metro Bus","Number","2458431"
"THA25C01","Passenger Journeys","2022W25","2022 Week 25","20","Bus, excluding Dublin Metro","Number","672758"
"THA25C01","Passenger Journeys","2022W25","2022 Week 25","30","Rail","Number","777823"
"THA25C01","Passenger Journeys","2022W25","2022 Week 25","40","All public transport, excluding LUAS","Number","3909012"
"THA25C01","Passenger Journeys","2022W26","2022 Week 26","10","Dublin Metro Bus","Number","2456029"
"THA25C01","Passenger Journeys","2022W26","2022 Week 26","20","Bus, excluding Dublin Metro","Number","641014"
"THA25C01","Passenger Journeys","2022W26","2022 Week 26","30","Rail","Number","723963"
"THA25C01","Passenger Journeys","2022W26","2022 Week 26","40","All public transport, excluding LUAS","Number","3821006"
"THA25C01","Passenger Journeys","2022W27","2022 Week 27","10","Dublin Metro Bus","Number","2455447"
"THA25C01","Passenger Journeys","2022W27","2022 Week 27","20","Bus, excluding Dublin Metro","Number","688352"
"THA25C01","Passenger Journeys","2022W27","2022 Week 27","30","Rail","Number","768799"
"THA25C01","Passenger Journeys","2022W27","2022 Week 27","40","All public transport, excluding LUAS","Number","3912598"
"THA25C01","Passenger Journeys","2022W28","2022 Week 28","10","Dublin Metro Bus","Number","2463379"
"THA25C01","Passenger Journeys","2022W28","2022 Week 28","20","Bus, excluding Dublin Metro","Number","693305"
"THA25C01","Passenger Journeys","2022W28","2022 Week 28","30","Rail","Number","788475"
"THA25C01","Passenger Journeys","2022W28","2022 Week 28","40","All public transport, excluding LUAS","Number","3945159"
"THA25C01","Passenger Journeys","2022W29","2022 Week 29","10","Dublin Metro Bus","Number","2437677"
"THA25C01","Passenger Journeys","2022W29","2022 Week 29","20","Bus, excluding Dublin Metro","Number","668149"
"THA25C01","Passenger Journeys","2022W29","2022 Week 29","30","Rail","Number","780426"
"THA25C01","Passenger Journeys","2022W29","2022 Week 29","40","All public transport, excluding LUAS","Number","3886252"
"THA25C01","Passenger Journeys","2022W30","2022 Week 30","10","Dublin Metro Bus","Number","2428637"
"THA25C01","Passenger Journeys","2022W30","2022 Week 30","20","Bus, excluding Dublin Metro","Number","654034"
"THA25C01","Passenger Journeys","2022W30","2022 Week 30","30","Rail","Number","694529"
"THA25C01","Passenger Journeys","2022W30","2022 Week 30","40","All public transport, excluding LUAS","Number","3777200"
"THA25C01","Passenger Journeys","2022W31","2022 Week 31","10","Dublin Metro Bus","Number","2391497"
"THA25C01","Passenger Journeys","2022W31","2022 Week 31","20","Bus, excluding Dublin Metro","Number","599663"
"THA25C01","Passenger Journeys","2022W31","2022 Week 31","30","Rail","Number","695776"
"THA25C01","Passenger Journeys","2022W31","2022 Week 31","40","All public transport, excluding LUAS","Number","3686936"
"THA25C01","Passenger Journeys","2022W32","2022 Week 32","10","Dublin Metro Bus","Number","2569142"
"THA25C01","Passenger Journeys","2022W32","2022 Week 32","20","Bus, excluding Dublin Metro","Number","700075"
"THA25C01","Passenger Journeys","2022W32","2022 Week 32","30","Rail","Number","776829"
"THA25C01","Passenger Journeys","2022W32","2022 Week 32","40","All public transport, excluding LUAS","Number","4046046"
"THA25C01","Passenger Journeys","2022W33","2022 Week 33","10","Dublin Metro Bus","Number","2555241"
"THA25C01","Passenger Journeys","2022W33","2022 Week 33","20","Bus, excluding Dublin Metro","Number","687677"
"THA25C01","Passenger Journeys","2022W33","2022 Week 33","30","Rail","Number","708368"
"THA25C01","Passenger Journeys","2022W33","2022 Week 33","40","All public transport, excluding LUAS","Number","3951286"
"THA25C01","Passenger Journeys","2022W34","2022 Week 34","10","Dublin Metro Bus","Number","2614443"
"THA25C01","Passenger Journeys","2022W34","2022 Week 34","20","Bus, excluding Dublin Metro","Number","719994"
"THA25C01","Passenger Journeys","2022W34","2022 Week 34","30","Rail","Number","753379"
"THA25C01","Passenger Journeys","2022W34","2022 Week 34","40","All public transport, excluding LUAS","Number","4087816"
"THA25C01","Passenger Journeys","2022W35","2022 Week 35","10","Dublin Metro Bus","Number","2694493"
"THA25C01","Passenger Journeys","2022W35","2022 Week 35","20","Bus, excluding Dublin Metro","Number","703280"
"THA25C01","Passenger Journeys","2022W35","2022 Week 35","30","Rail","Number","674115"
"THA25C01","Passenger Journeys","2022W35","2022 Week 35","40","All public transport, excluding LUAS","Number","4071888"
"THA25C01","Passenger Journeys","2022W36","2022 Week 36","10","Dublin Metro Bus","Number","2770458"
"THA25C01","Passenger Journeys","2022W36","2022 Week 36","20","Bus, excluding Dublin Metro","Number","746245"
"THA25C01","Passenger Journeys","2022W36","2022 Week 36","30","Rail","Number","735395"
"THA25C01","Passenger Journeys","2022W36","2022 Week 36","40","All public transport, excluding LUAS","Number","4252098"
"THA25C01","Passenger Journeys","2022W37","2022 Week 37","10","Dublin Metro Bus","Number","2991127"
"THA25C01","Passenger Journeys","2022W37","2022 Week 37","20","Bus, excluding Dublin Metro","Number","823471"
"THA25C01","Passenger Journeys","2022W37","2022 Week 37","30","Rail","Number","781714"
"THA25C01","Passenger Journeys","2022W37","2022 Week 37","40","All public transport, excluding LUAS","Number","4596312"
"THA25C01","Passenger Journeys","2022W38","2022 Week 38","10","Dublin Metro Bus","Number","3026029"
"THA25C01","Passenger Journeys","2022W38","2022 Week 38","20","Bus, excluding Dublin Metro","Number","849445"
"THA25C01","Passenger Journeys","2022W38","2022 Week 38","30","Rail","Number","777177"
"THA25C01","Passenger Journeys","2022W38","2022 Week 38","40","All public transport, excluding LUAS","Number","4652651"
"THA25C01","Passenger Journeys","2022W39","2022 Week 39","10","Dublin Metro Bus","Number","3092163"
"THA25C01","Passenger Journeys","2022W39","2022 Week 39","20","Bus, excluding Dublin Metro","Number","885387"
"THA25C01","Passenger Journeys","2022W39","2022 Week 39","30","Rail","Number","841960"
"THA25C01","Passenger Journeys","2022W39","2022 Week 39","40","All public transport, excluding LUAS","Number","4819510"
"THA25C01","Passenger Journeys","2022W40","2022 Week 40","10","Dublin Metro Bus","Number","3132650"
"THA25C01","Passenger Journeys","2022W40","2022 Week 40","20","Bus, excluding Dublin Metro","Number","896210"
"THA25C01","Passenger Journeys","2022W40","2022 Week 40","30","Rail","Number","841573"
"THA25C01","Passenger Journeys","2022W40","2022 Week 40","40","All public transport, excluding LUAS","Number","4870433"
"THA25C01","Passenger Journeys","2022W41","2022 Week 41","10","Dublin Metro Bus","Number","3130260"
"THA25C01","Passenger Journeys","2022W41","2022 Week 41","20","Bus, excluding Dublin Metro","Number","885730"
"THA25C01","Passenger Journeys","2022W41","2022 Week 41","30","Rail","Number","814269"
"THA25C01","Passenger Journeys","2022W41","2022 Week 41","40","All public transport, excluding LUAS","Number","4830259"
"THA25C01","Passenger Journeys","2022W42","2022 Week 42","10","Dublin Metro Bus","Number","3096053"
"THA25C01","Passenger Journeys","2022W42","2022 Week 42","20","Bus, excluding Dublin Metro","Number","866776"
"THA25C01","Passenger Journeys","2022W42","2022 Week 42","30","Rail","Number","824247"
"THA25C01","Passenger Journeys","2022W42","2022 Week 42","40","All public transport, excluding LUAS","Number","4787076"
"THA25C01","Passenger Journeys","2022W43","2022 Week 43","10","Dublin Metro Bus","Number","3157869"
"THA25C01","Passenger Journeys","2022W43","2022 Week 43","20","Bus, excluding Dublin Metro","Number","891987"
"THA25C01","Passenger Journeys","2022W43","2022 Week 43","30","Rail","Number","799752"
"THA25C01","Passenger Journeys","2022W43","2022 Week 43","40","All public transport, excluding LUAS","Number","4849608"
"THA25C01","Passenger Journeys","2022W44","2022 Week 44","10","Dublin Metro Bus","Number","2723592"
"THA25C01","Passenger Journeys","2022W44","2022 Week 44","20","Bus, excluding Dublin Metro","Number","736242"
"THA25C01","Passenger Journeys","2022W44","2022 Week 44","30","Rail","Number","767786"
"THA25C01","Passenger Journeys","2022W44","2022 Week 44","40","All public transport, excluding LUAS","Number","4227620"
"THA25C01","Passenger Journeys","2022W45","2022 Week 45","10","Dublin Metro Bus","Number","3157496"
"THA25C01","Passenger Journeys","2022W45","2022 Week 45","20","Bus, excluding Dublin Metro","Number","864536"
"THA25C01","Passenger Journeys","2022W45","2022 Week 45","30","Rail","Number","860900"
"THA25C01","Passenger Journeys","2022W45","2022 Week 45","40","All public transport, excluding LUAS","Number","4882932"
"THA25C01","Passenger Journeys","2022W46","2022 Week 46","10","Dublin Metro Bus","Number","3192643"
"THA25C01","Passenger Journeys","2022W46","2022 Week 46","20","Bus, excluding Dublin Metro","Number","891579"
"THA25C01","Passenger Journeys","2022W46","2022 Week 46","30","Rail","Number","863826"
"THA25C01","Passenger Journeys","2022W46","2022 Week 46","40","All public transport, excluding LUAS","Number","4948048"
"THA25C01","Passenger Journeys","2022W47","2022 Week 47","10","Dublin Metro Bus","Number","3114790"
"THA25C01","Passenger Journeys","2022W47","2022 Week 47","20","Bus, excluding Dublin Metro","Number","871810"
"THA25C01","Passenger Journeys","2022W47","2022 Week 47","30","Rail","Number","810472"
"THA25C01","Passenger Journeys","2022W47","2022 Week 47","40","All public transport, excluding LUAS","Number","4797072"
"THA25C01","Passenger Journeys","2022W48","2022 Week 48","10","Dublin Metro Bus","Number","3147713"
"THA25C01","Passenger Journeys","2022W48","2022 Week 48","20","Bus, excluding Dublin Metro","Number","852232"
"THA25C01","Passenger Journeys","2022W48","2022 Week 48","30","Rail","Number","810146"
"THA25C01","Passenger Journeys","2022W48","2022 Week 48","40","All public transport, excluding LUAS","Number","4810091"
"THA25C01","Passenger Journeys","2022W49","2022 Week 49","10","Dublin Metro Bus","Number","3073856"
"THA25C01","Passenger Journeys","2022W49","2022 Week 49","20","Bus, excluding Dublin Metro","Number","840769"
"THA25C01","Passenger Journeys","2022W49","2022 Week 49","30","Rail","Number","831900"
"THA25C01","Passenger Journeys","2022W49","2022 Week 49","40","All public transport, excluding LUAS","Number","4746525"
"THA25C01","Passenger Journeys","2022W50","2022 Week 50","10","Dublin Metro Bus","Number","3050335"
"THA25C01","Passenger Journeys","2022W50","2022 Week 50","20","Bus, excluding Dublin Metro","Number","800708"
"THA25C01","Passenger Journeys","2022W50","2022 Week 50","30","Rail","Number","805056"
"THA25C01","Passenger Journeys","2022W50","2022 Week 50","40","All public transport, excluding LUAS","Number","4656099"
"THA25C01","Passenger Journeys","2022W51","2022 Week 51","10","Dublin Metro Bus","Number","2741688"
"THA25C01","Passenger Journeys","2022W51","2022 Week 51","20","Bus, excluding Dublin Metro","Number","662302"
"THA25C01","Passenger Journeys","2022W51","2022 Week 51","30","Rail","Number","619257"
"THA25C01","Passenger Journeys","2022W51","2022 Week 51","40","All public transport, excluding LUAS","Number","4023247"
"THA25C01","Passenger Journeys","2022W52","2022 Week 52","10","Dublin Metro Bus","Number","2840848"
"THA25C01","Passenger Journeys","2022W52","2022 Week 52","20","Bus, excluding Dublin Metro","Number","478378"
"THA25C01","Passenger Journeys","2022W52","2022 Week 52","30","Rail","Number","410985"
"THA25C01","Passenger Journeys","2022W52","2022 Week 52","40","All public transport, excluding LUAS","Number","3730211"
"THA25C01","Passenger Journeys","2022W53","2022 Week 53","10","Dublin Metro Bus","Number",""
