"STATISTIC","Statistic Label","TLIST(A1)","Year","C03935V04687","Mode of Transport","C01198V01436","Weeks of the year","UNIT","VALUE"
"THA24C01","Passenger Journeys","2023","2023","20","Bus, excluding Dublin Metro","23","Week 23","Number","781015"
"THA24C01","Passenger Journeys","2023","2023","20","Bus, excluding Dublin Metro","24","Week 24","Number","802039"
"THA24C01","Passenger Journeys","2023","2023","20","Bus, excluding Dublin Metro","25","Week 25","Number","781908"
"THA24C01","Passenger Journeys","2023","2023","20","Bus, excluding Dublin Metro","26","Week 26","Number","760478"
"THA24C01","Passenger Journeys","2023","2023","20","Bus, excluding Dublin Metro","27","Week 27","Number","810830"
"THA24C01","Passenger Journeys","2023","2023","20","Bus, excluding Dublin Metro","28","Week 28","Number","799946"
"THA24C01","Passenger Journeys","2023","2023","20","Bus, excluding Dublin Metro","29","Week 29","Number","799518"
"THA24C01","Passenger Journeys","2023","2023","20","Bus, excluding Dublin Metro","30","Week 30","Number","788301"
"THA24C01","Passenger Journeys","2023","2023","20","Bus, excluding Dublin Metro","31","Week 31","Number","819255"
"THA24C01","Passenger Journeys","2023","2023","20","Bus, excluding Dublin Metro","32","Week 32","Number","752795"
"THA24C01","Passenger Journeys","2023","2023","20","Bus, excluding Dublin Metro","33","Week 33","Number","816489"
"THA24C01","Passenger Journeys","2023","2023","20","Bus, excluding Dublin Metro","34","Week 34","Number","845884"
"THA24C01","Passenger Journeys","2023","2023","20","Bus, excluding Dublin Metro","35","Week 35","Number","835183"
"THA24C01","Passenger Journeys","2023","2023","20","Bus, excluding Dublin Metro","36","Week 36","Number","910823"
"THA24C01","Passenger Journeys","2023","2023","20","Bus, excluding Dublin Metro","37","Week 37","Number","924379"
"THA24C01","Passenger Journeys","2023","2023","20","Bus, excluding Dublin Metro","38","Week 38","Number","984371"
"THA24C01","Passenger Journeys","2023","2023","20","Bus, excluding Dublin Metro","39","Week 39","Number","950613"
"THA24C01","Passenger Journeys","2023","2023","20","Bus, excluding Dublin Metro","40","Week 40","Number",""
"THA24C01","Passenger Journeys","2023","2023","20","Bus, excluding Dublin Metro","41","Week 41","Number",""
"THA24C01","Passenger Journeys","2023","2023","20","Bus, excluding Dublin Metro","42","Week 42","Number",""
"THA24C01","Passenger Journeys","2023","2023","20","Bus, excluding Dublin Metro","43","Week 43","Number",""
"THA24C01","Passenger Journeys","2023","2023","20","Bus, excluding Dublin Metro","44","Week 44","Number",""
"THA24C01","Passenger Journeys","2023","2023","20","Bus, excluding Dublin Metro","45","Week 45","Number",""
"THA24C01","Passenger Journeys","2023","2023","20","Bus, excluding Dublin Metro","46","Week 46","Number",""
"THA24C01","Passenger Journeys","2023","2023","20","Bus, excluding Dublin Metro","47","Week 47","Number",""
"THA24C01","Passenger Journeys","2023","2023","20","Bus, excluding Dublin Metro","48","Week 48","Number",""
"THA24C01","Passenger Journeys","2023","2023","20","Bus, excluding Dublin Metro","49","Week 49","Number",""
"THA24C01","Passenger Journeys","2023","2023","20","Bus, excluding Dublin Metro","50","Week 50","Number",""
"THA24C01","Passenger Journeys","2023","2023","20","Bus, excluding Dublin Metro","51","Week 51","Number",""
"THA24C01","Passenger Journeys","2023","2023","20","Bus, excluding Dublin Metro","52","Week 52","Number",""
"THA24C01","Passenger Journeys","2023","2023","20","Bus, excluding Dublin Metro","53","Week 53","Number",""
"THA24C01","Passenger Journeys","2023","2023","30","Rail","01","Week 01","Number","593351"
"THA24C01","Passenger Journeys","2023","2023","30","Rail","02","Week 02","Number","693509"
"THA24C01","Passenger Journeys","2023","2023","30","Rail","03","Week 03","Number","737213"
"THA24C01","Passenger Journeys","2023","2023","30","Rail","04","Week 04","Number","803814"
"THA24C01","Passenger Journeys","2023","2023","30","Rail","05","Week 05","Number","843766"
"THA24C01","Passenger Journeys","2023","2023","30","Rail","06","Week 06","Number","783829"
"THA24C01","Passenger Journeys","2023","2023","30","Rail","07","Week 07","Number","825296"
"THA24C01","Passenger Journeys","2023","2023","30","Rail","08","Week 08","Number","843175"
"THA24C01","Passenger Journeys","2023","2023","30","Rail","09","Week 09","Number","860894"
"THA24C01","Passenger Journeys","2023","2023","30","Rail","10","Week 10","Number","771731"
"THA24C01","Passenger Journeys","2023","2023","30","Rail","11","Week 11","Number","816678"
"THA24C01","Passenger Journeys","2023","2023","30","Rail","12","Week 12","Number","851471"
"THA24C01","Passenger Journeys","2023","2023","30","Rail","13","Week 13","Number","689730"
"THA24C01","Passenger Journeys","2023","2023","30","Rail","14","Week 14","Number","801427"
"THA24C01","Passenger Journeys","2023","2023","30","Rail","15","Week 15","Number","731982"
"THA24C01","Passenger Journeys","2023","2023","30","Rail","16","Week 16","Number","836941"
"THA24C01","Passenger Journeys","2023","2023","30","Rail","17","Week 17","Number","865758"
"THA24C01","Passenger Journeys","2023","2023","30","Rail","18","Week 18","Number","872894"
"THA24C01","Passenger Journeys","2023","2023","30","Rail","19","Week 19","Number","873808"
"THA24C01","Passenger Journeys","2023","2023","30","Rail","20","Week 20","Number","891149"
"THA24C01","Passenger Journeys","2023","2023","30","Rail","21","Week 21","Number","890058"
"THA24C01","Passenger Journeys","2023","2023","30","Rail","22","Week 22","Number","975543"
"THA24C01","Passenger Journeys","2023","2023","30","Rail","23","Week 23","Number","816266"
"THA24C01","Passenger Journeys","2023","2023","30","Rail","24","Week 24","Number","880035"
"THA24C01","Passenger Journeys","2023","2023","30","Rail","25","Week 25","Number","902728"
"THA24C01","Passenger Journeys","2023","2023","30","Rail","26","Week 26","Number","938599"
"THA24C01","Passenger Journeys","2023","2023","30","Rail","27","Week 27","Number","858711"
"THA24C01","Passenger Journeys","2023","2023","30","Rail","28","Week 28","Number","785124"
"THA24C01","Passenger Journeys","2023","2023","30","Rail","29","Week 29","Number","806263"
"THA24C01","Passenger Journeys","2023","2023","30","Rail","30","Week 30","Number","814033"
"THA24C01","Passenger Journeys","2023","2023","30","Rail","31","Week 31","Number","842625"
"THA24C01","Passenger Journeys","2023","2023","30","Rail","32","Week 32","Number","828688"
"THA24C01","Passenger Journeys","2023","2023","30","Rail","33","Week 33","Number","850226"
"THA24C01","Passenger Journeys","2023","2023","30","Rail","34","Week 34","Number","818169"
"THA24C01","Passenger Journeys","2023","2023","30","Rail","35","Week 35","Number","882381"
"THA24C01","Passenger Journeys","2023","2023","30","Rail","36","Week 36","Number","948395"
"THA24C01","Passenger Journeys","2023","2023","30","Rail","37","Week 37","Number","789208"
"THA24C01","Passenger Journeys","2023","2023","30","Rail","38","Week 38","Number","945832"
"THA24C01","Passenger Journeys","2023","2023","30","Rail","39","Week 39","Number","932441"
"THA24C01","Passenger Journeys","2023","2023","30","Rail","40","Week 40","Number",""
"THA24C01","Passenger Journeys","2023","2023","30","Rail","41","Week 41","Number",""
"THA24C01","Passenger Journeys","2023","2023","30","Rail","42","Week 42","Number",""
"THA24C01","Passenger Journeys","2023","2023","30","Rail","43","Week 43","Number",""
"THA24C01","Passenger Journeys","2023","2023","30","Rail","44","Week 44","Number",""
"THA24C01","Passenger Journeys","2023","2023","30","Rail","45","Week 45","Number",""
"THA24C01","Passenger Journeys","2023","2023","30","Rail","46","Week 46","Number",""
"THA24C01","Passenger Journeys","2023","2023","30","Rail","47","Week 47","Number",""
"THA24C01","Passenger Journeys","2023","2023","30","Rail","48","Week 48","Number",""
"THA24C01","Passenger Journeys","2023","2023","30","Rail","49","Week 49","Number",""
"THA24C01","Passenger Journeys","2023","2023","30","Rail","50","Week 50","Number",""
"THA24C01","Passenger Journeys","2023","2023","30","Rail","51","Week 51","Number",""
"THA24C01","Passenger Journeys","2023","2023","30","Rail","52","Week 52","Number",""
"THA24C01","Passenger Journeys","2023","2023","30","Rail","53","Week 53","Number",""
"THA24C01","Passenger Journeys","2023","2023","40","All public transport, excluding LUAS","01","Week 01","Number","3532942"
"THA24C01","Passenger Journeys","2023","2023","40","All public transport, excluding LUAS","02","Week 02","Number","4226984"
"THA24C01","Passenger Journeys","2023","2023","40","All public transport, excluding LUAS","03","Week 03","Number","4477023"
"THA24C01","Passenger Journeys","2023","2023","40","All public transport, excluding LUAS","04","Week 04","Number","4828950"
"THA24C01","Passenger Journeys","2023","2023","40","All public transport, excluding LUAS","05","Week 05","Number","4868694"
"THA24C01","Passenger Journeys","2023","2023","40","All public transport, excluding LUAS","06","Week 06","Number","4544819"
"THA24C01","Passenger Journeys","2023","2023","40","All public transport, excluding LUAS","07","Week 07","Number","4803222"
"THA24C01","Passenger Journeys","2023","2023","40","All public transport, excluding LUAS","08","Week 08","Number","4960908"
"THA24C01","Passenger Journeys","2023","2023","40","All public transport, excluding LUAS","09","Week 09","Number","4947165"
"THA24C01","Passenger Journeys","2023","2023","40","All public transport, excluding LUAS","10","Week 10","Number","4752490"
"THA24C01","Passenger Journeys","2023","2023","40","All public transport, excluding LUAS","11","Week 11","Number","4600989"
"THA24C01","Passenger Journeys","2023","2023","40","All public transport, excluding LUAS","12","Week 12","Number","4908200"
"THA24C01","Passenger Journeys","2023","2023","40","All public transport, excluding LUAS","13","Week 13","Number","4819315"
"THA24C01","Passenger Journeys","2023","2023","40","All public transport, excluding LUAS","14","Week 14","Number","4647677"
"THA24C01","Passenger Journeys","2023","2023","40","All public transport, excluding LUAS","15","Week 15","Number","4283047"
"THA24C01","Passenger Journeys","2023","2023","40","All public transport, excluding LUAS","16","Week 16","Number","4984917"
"THA24C01","Passenger Journeys","2023","2023","40","All public transport, excluding LUAS","17","Week 17","Number","5075079"
"THA24C01","Passenger Journeys","2023","2023","40","All public transport, excluding LUAS","18","Week 18","Number","4781337"
"THA24C01","Passenger Journeys","2023","2023","40","All public transport, excluding LUAS","19","Week 19","Number","4959362"
"THA24C01","Passenger Journeys","2023","2023","40","All public transport, excluding LUAS","20","Week 20","Number","4881386"
"THA24C01","Passenger Journeys","2023","2023","40","All public transport, excluding LUAS","21","Week 21","Number","4933448"
"THA24C01","Passenger Journeys","2023","2023","40","All public transport, excluding LUAS","22","Week 22","Number","5041788"
"THA24C01","Passenger Journeys","2023","2023","40","All public transport, excluding LUAS","23","Week 23","Number","4501891"
"THA24C01","Passenger Journeys","2023","2023","40","All public transport, excluding LUAS","24","Week 24","Number","4739643"
"THA24C01","Passenger Journeys","2023","2023","40","All public transport, excluding LUAS","25","Week 25","Number","4741688"
"THA24C01","Passenger Journeys","2023","2023","40","All public transport, excluding LUAS","26","Week 26","Number","4807832"
"THA24C01","Passenger Journeys","2023","2023","40","All public transport, excluding LUAS","27","Week 27","Number","4715901"
"THA24C01","Passenger Journeys","2023","2023","40","All public transport, excluding LUAS","28","Week 28","Number","4524574"
"THA24C01","Passenger Journeys","2023","2023","40","All public transport, excluding LUAS","29","Week 29","Number","4562027"
"THA24C01","Passenger Journeys","2023","2023","40","All public transport, excluding LUAS","30","Week 30","Number","4600780"
"THA24C01","Passenger Journeys","2023","2023","40","All public transport, excluding LUAS","31","Week 31","Number","4569783"
"THA24C01","Passenger Journeys","2023","2023","40","All public transport, excluding LUAS","32","Week 32","Number","4389395"
"THA24C01","Passenger Journeys","2023","2023","40","All public transport, excluding LUAS","33","Week 33","Number","4602156"
"THA24C01","Passenger Journeys","2023","2023","40","All public transport, excluding LUAS","34","Week 34","Number","4653188"
"THA24C01","Passenger Journeys","2023","2023","40","All public transport, excluding LUAS","35","Week 35","Number","4851853"
"THA24C01","Passenger Journeys","2023","2023","40","All public transport, excluding LUAS","36","Week 36","Number","5125953"
"THA24C01","Passenger Journeys","2023","2023","40","All public transport, excluding LUAS","37","Week 37","Number","5046348"
"THA24C01","Passenger Journeys","2023","2023","40","All public transport, excluding LUAS","38","Week 38","Number","5488658"
"THA24C01","Passenger Journeys","2023","2023","40","All public transport, excluding LUAS","39","Week 39","Number","5400563"
"THA24C01","Passenger Journeys","2023","2023","40","All public transport, excluding LUAS","40","Week 40","Number",""
"THA24C01","Passenger Journeys","2023","2023","40","All public transport, excluding LUAS","41","Week 41","Number",""
"THA24C01","Passenger Journeys","2023","2023","40","All public transport, excluding LUAS","42","Week 42","Number",""
"THA24C01","Passenger Journeys","2023","2023","40","All public transport, excluding LUAS","43","Week 43","Number",""
"THA24C01","Passenger Journeys","2023","2023","40","All public transport, excluding LUAS","44","Week 44","Number",""
"THA24C01","Passenger Journeys","2023","2023","40","All public transport, excluding LUAS","45","Week 45","Number",""
"THA24C01","Passenger Journeys","2023","2023","40","All public transport, excluding LUAS","46","Week 46","Number",""
"THA24C01","Passenger Journeys","2023","2023","40","All public transport, excluding LUAS","47","Week 47","Number",""
"THA24C01","Passenger Journeys","2023","2023","40","All public transport, excluding LUAS","48","Week 48","Number",""
"THA24C01","Passenger Journeys","2023","2023","40","All public transport, excluding LUAS","49","Week 49","Number",""
"THA24C01","Passenger Journeys","2023","2023","40","All public transport, excluding LUAS","50","Week 50","Number",""
"THA24C01","Passenger Journeys","2023","2023","40","All public transport, excluding LUAS","51","Week 51","Number",""
"THA24C01","Passenger Journeys","2023","2023","40","All public transport, excluding LUAS","52","Week 52","Number",""
"THA24C01","Passenger Journeys","2023","2023","40","All public transport, excluding LUAS","53","Week 53","Number",""
